SBA Disaster Loan Data,,,,,,,Report Run Date:  12/1/2017 ,,,,,,
,,,,,,,Report Run Time:   3:09:56PM,,,,,,
Reporting Period:  10/01/2016 - 09/30/2017,,,,,,,,,,,,,
Declaration Type(s):  'ALL',,,,,,,,,,,,,
SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
15175,15176,4318,AR-00094,WEST FORK,72774,WASHINGTON,AR,"80,890.00","80,890.00",0.00,"24,000.00","24,000.00",0.00
15179,15180,,TX-00481,HOCKLEY,77447,WALLER,TX,"19,874.00","19,874.00",0.00,0.00,0.00,0.00
15179,15180,,TX-00481,NEW ULM,78950,AUSTIN,TX,"43,573.00","41,173.00","2,400.00","25,000.00","24,200.00",800.00
15179,15180,,TX-00481,SEALY,77474,AUSTIN,TX,"932,814.00","670,059.00","262,755.00","269,200.00","151,600.00","117,600.00"
15179,15180,,TX-00481,WALLIS,77485,AUSTIN,TX,"17,331.00","17,331.00",0.00,"11,100.00","11,100.00",0.00
15181,15182,,TX-00482,ALVIN,77511,BRAZORIA,TX,"119,708.00","79,788.00","39,920.00","25,000.00",0.00,"25,000.00"
15181,15182,,TX-00482,ANGLETON,77515,BRAZORIA,TX,"96,287.00","95,787.00",500.00,0.00,0.00,0.00
15181,15182,,TX-00482,ARCOLA,77583,FORT BEND,TX,"5,000.00",0.00,"5,000.00","5,000.00",0.00,"5,000.00"
15181,15182,,TX-00482,CHANNELVIEW,77530,HARRIS,TX,"4,300.00",0.00,"4,300.00",0.00,0.00,0.00
15181,15182,,TX-00482,DICKINSON,77539,GALVESTON,TX,"78,583.00","55,713.00","22,870.00","69,800.00","46,900.00","22,900.00"
15181,15182,,TX-00482,FRIENDSWOOD,77546,GALVESTON,TX,"60,920.00",0.00,"60,920.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77015,HARRIS,TX,"21,129.00","21,129.00",0.00,"16,200.00","16,200.00",0.00
15181,15182,,TX-00482,HOUSTON,77028,HARRIS,TX,"135,128.00","83,698.00","51,430.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77033,HARRIS,TX,"13,423.00","12,698.00",725.00,"13,500.00","12,700.00",800.00
15181,15182,,TX-00482,HOUSTON,77044,HARRIS,TX,"92,113.00","32,523.00","59,590.00","63,100.00","32,600.00","30,500.00"
15181,15182,,TX-00482,HOUSTON,77049,HARRIS,TX,"81,052.00","51,590.00","29,462.00","81,100.00","51,600.00","29,500.00"
15181,15182,,TX-00482,HOUSTON,77056,HARRIS,TX,"5,000.00",0.00,"5,000.00","5,000.00",0.00,"5,000.00"
15181,15182,,TX-00482,HOUSTON,77060,HARRIS,TX,"24,600.00",0.00,"24,600.00","11,700.00",0.00,"11,700.00"
15181,15182,,TX-00482,HOUSTON,77066,HARRIS,TX,"17,425.00",0.00,"17,425.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77074,HARRIS,TX,"12,325.00",0.00,"12,325.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77075,HARRIS,TX,"96,949.00","49,189.00","47,760.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77078,HARRIS,TX,"199,155.00","128,835.00","70,320.00",0.00,0.00,0.00
15181,15182,,TX-00482,HOUSTON,77089,HARRIS,TX,"1,196.00",696.00,500.00,0.00,0.00,0.00
15181,15182,,TX-00482,HUMBLE,77396,HARRIS,TX,"32,216.00","19,391.00","12,825.00",0.00,0.00,0.00
15181,15182,,TX-00482,PASADENA,77502,HARRIS,TX,"168,679.00","104,004.00","64,675.00","55,200.00","38,700.00","16,500.00"
15181,15182,,TX-00482,SANTA FE,77510,GALVESTON,TX,"183,997.00","130,692.00","53,305.00","108,500.00","68,500.00","40,000.00"
15181,15182,,TX-00482,TEXAS CITY,77591,GALVESTON,TX,"16,225.00",0.00,"16,225.00",0.00,0.00,0.00
15181,15182,,TX-00482,WHARTON,77488,WHARTON,TX,"116,531.00","78,706.00","37,825.00","37,900.00",0.00,"37,900.00"
15191,15192,,CO-00077,ARVADA,80002,JEFFERSON,CO,"14,293.00","14,293.00",0.00,"9,100.00","9,100.00",0.00
15191,15192,,CO-00077,ARVADA,80003,JEFFERSON,CO,"38,964.00","38,964.00",0.00,0.00,0.00,0.00
15191,15192,,CO-00077,ARVADA,80004,JEFFERSON,CO,"3,673.00","2,273.00","1,400.00","2,500.00","2,300.00",200.00
15191,15192,,CO-00077,DENVER,80212,DENVER,CO,"32,594.00","25,944.00","6,650.00","17,500.00","16,400.00","1,100.00"
15191,15192,,CO-00077,DENVER,80219,DENVER,CO,"7,380.00","7,380.00",0.00,"6,400.00","6,400.00",0.00
15191,15192,,CO-00077,DENVER,80221,ADAMS,CO,"32,912.00","28,412.00","4,500.00","20,800.00","18,300.00","2,500.00"
15191,15192,,CO-00077,DENVER,80221,DENVER,CO,"41,344.00","40,844.00",500.00,"25,000.00","25,000.00",0.00
15191,15192,,CO-00077,EDGEWATER,80214,JEFFERSON,CO,"5,000.00",0.00,"5,000.00","2,700.00",0.00,"2,700.00"
15191,15192,,CO-00077,GOLDEN,80401,JEFFERSON,CO,"179,873.00","140,748.00","39,125.00","22,200.00","22,200.00",0.00
15191,15192,,CO-00077,GOLDEN,80403,JEFFERSON,CO,"39,814.00","39,814.00",0.00,"37,500.00","37,500.00",0.00
15191,15192,,CO-00077,LAKEWOOD,80214,JEFFERSON,CO,"48,149.00","35,549.00","12,600.00","5,000.00","2,700.00","2,300.00"
15191,15192,,CO-00077,LAKEWOOD,80215,JEFFERSON,CO,"104,953.00","60,845.00","44,108.00","27,900.00","15,300.00","12,600.00"
15191,15192,,CO-00077,LAKEWOOD,80226,JEFFERSON,CO,"33,194.00","25,424.00","7,770.00","28,300.00","24,400.00","3,900.00"
15191,15192,,CO-00077,LAKEWOOD,80228,JEFFERSON,CO,"32,532.00","32,532.00",0.00,"25,000.00","25,000.00",0.00
15191,15192,,CO-00077,LAKEWOOD,80401,JEFFERSON,CO,"50,479.00","31,004.00","19,475.00","7,500.00","7,500.00",0.00
15191,15192,,CO-00077,WHEAT RIDGE,80033,JEFFERSON,CO,"188,717.00","155,052.00","33,665.00","108,900.00","88,800.00","20,100.00"
15191,15192,,CO-00077,WHEAT RIDGE,80212,JEFFERSON,CO,"26,062.00","18,472.00","7,590.00",0.00,0.00,0.00
15191,15192,,CO-00077,WHEAT RIDGE,80214,JEFFERSON,CO,"32,871.00","31,826.00","1,045.00","16,200.00","16,200.00",0.00
15193,15194,,TX-00483,HALLSVILLE,75650,HARRISON,TX,"98,122.00","87,112.00","11,010.00","98,200.00","87,100.00","11,100.00"
15193,15194,,TX-00483,HENDERSON,75652,RUSK,TX,"21,218.00","21,218.00",0.00,"21,300.00","21,300.00",0.00
15193,15194,,TX-00483,LONGVIEW,75601,GREGG,TX,"17,486.00","17,486.00",0.00,"16,800.00","16,800.00",0.00
15193,15194,,TX-00483,LONGVIEW,75604,GREGG,TX,"21,664.00","21,664.00",0.00,0.00,0.00,0.00
15193,15194,,TX-00483,LONGVIEW,75605,GREGG,TX,"150,362.00","149,037.00","1,325.00","70,200.00","70,200.00",0.00
15200,15201,,NE-00067,BELLEVUE,68123,SARPY,NE,"769,862.00","638,692.00","131,170.00","391,800.00","377,500.00","14,300.00"
15200,15201,,NE-00067,LOUISVILLE,68037,CASS,NE,"25,759.00","19,809.00","5,950.00",0.00,0.00,0.00
15200,15201,,NE-00067,PERCIVAL,51648,FREMONT,IA,"30,239.00","30,239.00",0.00,"14,400.00","14,400.00",0.00
15200,15201,,NE-00067,PLATTSMOUTH,68048,CASS,NE,"407,151.00","352,080.00","55,071.00","321,900.00","299,600.00","22,300.00"
15200,15201,,NE-00067,SPRINGFIELD,68059,SARPY,NE,"157,931.00","154,931.00","3,000.00","158,000.00","155,000.00","3,000.00"
15214,15215,,TX-00484,SAN ANGELO,76901,TOM GREEN,TX,"353,435.00","336,010.00","17,425.00","268,300.00","254,900.00","13,400.00"
15214,15215,,TX-00484,SAN ANGELO,76903,TOM GREEN,TX,"307,525.00","294,225.00","13,300.00","183,700.00","181,500.00","2,200.00"
15214,15215,,TX-00484,SAN ANGELO,76904,TOM GREEN,TX,"187,630.00","171,830.00","15,800.00","70,600.00","63,600.00","7,000.00"
15214,15215,,TX-00484,SAN ANGELO,76905,TOM GREEN,TX,"49,023.00","43,523.00","5,500.00","12,400.00","9,400.00","3,000.00"
15214,15215,,TX-00484,STERLING CITY,76951,STERLING,TX,"11,639.00","8,439.00","3,200.00","11,700.00","8,500.00","3,200.00"
15216,15217,,CA-00274,OROVILLE,95966,BUTTE,CA,"546,525.00","408,150.00","138,375.00","313,100.00","269,900.00","43,200.00"
15220,15221,,AL-00081,ADAMSVILLE,35005,JEFFERSON,AL,"21,591.00","21,591.00",0.00,"21,600.00","21,600.00",0.00
15220,15221,,AL-00081,BESSEMER,35020,JEFFERSON,AL,"61,353.00","60,003.00","1,350.00",0.00,0.00,0.00
15220,15221,,AL-00081,BESSEMER,35022,JEFFERSON,AL,"4,434.00","4,434.00",0.00,"4,500.00","4,500.00",0.00
15220,15221,,AL-00081,BIRMINGHAM,35206,JEFFERSON,AL,"21,578.00","21,578.00",0.00,"21,600.00","21,600.00",0.00
15220,15221,,AL-00081,BIRMINGHAM,35208,JEFFERSON,AL,"171,503.00","160,553.00","10,950.00","37,500.00","37,500.00",0.00
15220,15221,,AL-00081,BIRMINGHAM,35211,JEFFERSON,AL,"79,544.00","30,144.00","49,400.00","70,200.00","30,200.00","40,000.00"
15220,15221,,AL-00081,BIRMINGHAM,35214,JEFFERSON,AL,"32,262.00","32,262.00",0.00,0.00,0.00,0.00
15220,15221,,AL-00081,BIRMINGHAM,35215,JEFFERSON,AL,"35,239.00","27,089.00","8,150.00",0.00,0.00,0.00
15220,15221,,AL-00081,BIRMINGHAM,35218,JEFFERSON,AL,"24,872.00","20,702.00","4,170.00","9,500.00","8,300.00","1,200.00"
15220,15221,,AL-00081,BIRMINGHAM,35224,JEFFERSON,AL,"16,859.00","11,859.00","5,000.00","16,400.00","11,900.00","4,500.00"
15220,15221,,AL-00081,BIRMINGHAM,35235,JEFFERSON,AL,"8,142.00","6,142.00","2,000.00","8,200.00","6,200.00","2,000.00"
15220,15221,,AL-00081,FAIRFIELD,35064,JEFFERSON,AL,"309,570.00","257,730.00","51,840.00","60,600.00","49,200.00","11,400.00"
15220,15221,,AL-00081,MIDFIELD,35228,JEFFERSON,AL,"59,984.00","54,484.00","5,500.00","33,700.00","31,300.00","2,400.00"
15220,15221,,AL-00081,PELHAM,35124,SHELBY,AL,"48,502.00","48,502.00",0.00,"36,000.00","36,000.00",0.00
15220,15221,,AL-00081,PLEASANT GROVE,35127,JEFFERSON,AL,"14,772.00","14,372.00",400.00,"14,800.00","14,400.00",400.00
15220,15221,,AL-00081,TUSCALOOSA,35405,TUSCALOOSA,AL,"37,202.00","37,202.00",0.00,"37,300.00","37,300.00",0.00
15224,15225,,CA-00275,CATHEYS VALLEY,95306,MARIPOSA,CA,"476,509.00","325,109.00","151,400.00","173,300.00","129,200.00","44,100.00"
15224,15225,,CA-00275,COULTERVILLE,95311,MARIPOSA,CA,"9,995.00","9,995.00",0.00,0.00,0.00,0.00
15224,15225,,CA-00275,MARIPOSA,95338,MARIPOSA,CA,"1,177,056.00","902,516.00","274,540.00","237,800.00","167,200.00","70,600.00"
15228,15229,4326,MI-00058,AUBURN,48611,BAY,MI,"289,017.00","199,452.00","89,565.00","190,200.00","124,300.00","65,900.00"
15228,15229,4326,MI-00058,BAY CITY,48706,BAY,MI,"980,993.00","710,493.00","270,500.00","644,900.00","491,900.00","153,000.00"
15228,15229,4326,MI-00058,BAY CITY,48708,BAY,MI,"75,891.00","42,031.00","33,860.00","19,300.00","13,700.00","5,600.00"
15228,15229,4326,MI-00058,BEAVERTON,48612,GLADWIN,MI,"112,489.00","105,509.00","6,980.00","47,400.00","43,600.00","3,800.00"
15228,15229,4326,MI-00058,BLANCHARD,49310,ISABELLA,MI,"58,262.00","40,682.00","17,580.00","24,600.00","12,600.00","12,000.00"
15228,15229,4326,MI-00058,COLEMAN,48618,MIDLAND,MI,"21,929.00","21,029.00",900.00,0.00,0.00,0.00
15228,15229,4326,MI-00058,ESSEXVILLE,48732,BAY,MI,"101,657.00","66,522.00","35,135.00","63,700.00","28,400.00","35,300.00"
15228,15229,4326,MI-00058,GLADWIN,48624,GLADWIN,MI,"48,564.00","48,564.00",0.00,"43,100.00","43,100.00",0.00
15228,15229,4326,MI-00058,HOPE,48628,MIDLAND,MI,"64,698.00","32,248.00","32,450.00","62,900.00","31,800.00","31,100.00"
15228,15229,4326,MI-00058,KAWKAWLIN,48631,BAY,MI,"256,201.00","175,606.00","80,595.00","17,300.00","10,600.00","6,700.00"
15228,15229,4326,MI-00058,LAKE ISABELLA,48893,ISABELLA,MI,"18,158.00","18,158.00",0.00,"18,200.00","18,200.00",0.00
15228,15229,4326,MI-00058,LINWOOD,48634,BAY,MI,"330,954.00","261,949.00","69,005.00","241,700.00","199,500.00","42,200.00"
15228,15229,4326,MI-00058,MIDLAND,48640,MIDLAND,MI,"5,883,113.00","3,799,676.00","2,083,437.00","3,201,200.00","1,822,800.00","1,378,400.00"
15228,15229,4326,MI-00058,MIDLAND,48642,BAY,MI,"94,293.00","53,143.00","41,150.00","81,100.00","39,900.00","41,200.00"
15228,15229,4326,MI-00058,MIDLAND,48642,ISABELLA,MI,"17,148.00","15,808.00","1,340.00",0.00,0.00,0.00
15228,15229,4326,MI-00058,MIDLAND,48642,MIDLAND,MI,"3,184,163.00","2,084,935.00","1,099,228.00","1,990,200.00","1,167,600.00","822,600.00"
15228,15229,4326,MI-00058,MOUNT PLEASANT,48858,ISABELLA,MI,"2,098,095.00","1,487,530.00","610,565.00","1,240,400.00","784,700.00","455,400.00"
15228,15229,4326,MI-00058,MT PLEASANT,48804,ISABELLA,MI,"21,078.00","16,328.00","4,750.00","10,700.00","7,900.00","2,800.00"
15228,15229,4326,MI-00058,MT PLEASANT,48858,ISABELLA,MI,"1,850,660.00","1,360,876.00","489,784.00","1,054,800.00","742,100.00","312,700.00"
15228,15229,4326,MI-00058,PINCONNING,48650,BAY,MI,"643,536.00","517,691.00","125,845.00","250,300.00","147,600.00","102,700.00"
15228,15229,4326,MI-00058,REMUS,49340,ISABELLA,MI,"26,467.00","20,667.00","5,800.00","25,000.00","20,700.00","4,300.00"
15228,15229,4326,MI-00058,RHODES,48652,GLADWIN,MI,"18,678.00","10,618.00","8,060.00","15,900.00","7,800.00","8,100.00"
15228,15229,4326,MI-00058,ROSEBUSH,48878,ISABELLA,MI,"260,310.00","153,430.00","106,880.00","160,100.00","104,500.00","55,600.00"
15228,15229,4326,MI-00058,SANFORD,48657,MIDLAND,MI,"710,805.00","471,885.00","238,920.00","204,800.00","67,600.00","137,200.00"
15228,15229,4326,MI-00058,SHEPHERD,48883,ISABELLA,MI,"280,907.00","179,454.00","101,453.00","179,500.00","102,800.00","76,700.00"
15228,15229,4326,MI-00058,SHEPHERD,48883,MIDLAND,MI,"146,625.00","71,340.00","75,285.00","67,400.00","29,800.00","37,600.00"
15228,15229,4326,MI-00058,WEIDMAN,48893,ISABELLA,MI,"118,539.00","79,334.00","39,205.00","110,700.00","71,500.00","39,200.00"
15230,15231,,AZ-00050,MAYER,86333,YAVAPAI,AZ,"240,993.00","225,233.00","15,760.00","127,900.00","117,900.00","10,000.00"
15232,15233,,IA-00071,CHARLES CITY,50616,FLOYD,IA,"60,350.00","44,350.00","16,000.00","60,400.00","44,400.00","16,000.00"
15232,15233,,IA-00071,SUMNER,50674,BREMER,IA,"513,706.00","298,061.00","215,645.00","331,900.00","211,400.00","120,500.00"
15232,15233,,IA-00071,SUMNER,50674,FAYETTE,IA,"49,375.00","38,900.00","10,475.00","37,400.00","29,900.00","7,500.00"
15242,15243,,CO-00078,WALSH,81090,BACA,CO,"184,515.00","164,035.00","20,480.00","48,600.00","45,300.00","3,300.00"
15247,15248,,KY-00065,AUGUSTA,41002,BRACKEN,KY,"44,872.00","43,972.00",900.00,0.00,0.00,0.00
15247,15248,,KY-00065,DOVER,41034,MASON,KY,"51,608.00","51,608.00",0.00,"51,700.00","51,700.00",0.00
15247,15248,,KY-00065,FLEMINGSBURG,41041,FLEMING,KY,"15,750.00","9,900.00","5,850.00","9,900.00","9,900.00",0.00
15247,15248,,KY-00065,MAYSVILLE,41056,MASON,KY,"797,218.00","572,477.00","224,741.00","302,300.00","235,500.00","66,800.00"
15249,15250,,WI-00060,ANTIOCH,60002,LAKE,IL,"2,820.00","1,870.00",950.00,"2,900.00","1,900.00","1,000.00"
15249,15250,,WI-00060,BRISTOL,53104,KENOSHA,WI,"35,521.00","34,146.00","1,375.00","14,800.00","14,200.00",600.00
15249,15250,,WI-00060,BURLINGTON,53105,KENOSHA,WI,"82,242.00","61,742.00","20,500.00","11,200.00","11,200.00",0.00
15249,15250,,WI-00060,BURLINGTON,53105,RACINE,WI,"1,076,685.00","843,994.00","232,691.00","603,800.00","466,500.00","137,300.00"
15249,15250,,WI-00060,BURLINGTON,53105,WALWORTH,WI,"512,343.00","486,998.00","25,345.00","99,900.00","96,800.00","3,100.00"
15249,15250,,WI-00060,BURLINGTON,53148,WALWORTH,WI,"22,260.00","15,510.00","6,750.00","11,800.00","5,000.00","6,800.00"
15249,15250,,WI-00060,CRYSTAL LAKE,60014,MCHENRY,IL,"75,921.00","70,621.00","5,300.00",0.00,0.00,0.00
15249,15250,,WI-00060,DELAVAN,53115,WALWORTH,WI,"17,060.00","17,060.00",0.00,0.00,0.00,0.00
15249,15250,,WI-00060,ELKHORN,53121,WALWORTH,WI,"118,812.00","76,342.00","42,470.00","67,300.00","38,800.00","28,500.00"
15249,15250,,WI-00060,EVANSVILLE,53536,ROCK,WI,"29,832.00","29,832.00",0.00,"25,000.00","25,000.00",0.00
15249,15250,,WI-00060,FOX LAKE,60020,LAKE,IL,"127,044.00","99,128.00","27,916.00","33,600.00","22,300.00","11,300.00"
15249,15250,,WI-00060,GAGES LAKE,60030,LAKE,IL,"53,086.00","39,416.00","13,670.00",0.00,0.00,0.00
15249,15250,,WI-00060,GENOA CITY,53128,WALWORTH,WI,"22,382.00","22,382.00",0.00,0.00,0.00,0.00
15249,15250,,WI-00060,GRAYSLAKE,60030,LAKE,IL,"195,252.00","137,497.00","57,755.00","130,400.00","90,000.00","40,400.00"
15249,15250,,WI-00060,HIGHLAND PARK,60035,LAKE,IL,"24,962.00","21,787.00","3,175.00","25,000.00","21,800.00","3,200.00"
15249,15250,,WI-00060,HOLIDAY HILLS,60051,MCHENRY,IL,"18,759.00","18,759.00",0.00,"18,800.00","18,800.00",0.00
15249,15250,,WI-00060,INGLESIDE,60041,LAKE,IL,"100,875.00","99,874.00","1,001.00","91,800.00","90,700.00","1,100.00"
15249,15250,,WI-00060,KANSASVILLE,53139,RACINE,WI,"48,634.00","33,634.00","15,000.00","48,700.00","33,700.00","15,000.00"
15249,15250,,WI-00060,KENOSHA,53140,KENOSHA,WI,"81,272.00","71,972.00","9,300.00","46,700.00","37,400.00","9,300.00"
15249,15250,,WI-00060,KENOSHA,53142,KENOSHA,WI,"35,026.00","28,496.00","6,530.00","17,300.00","13,000.00","4,300.00"
15249,15250,,WI-00060,KENOSHA,53144,KENOSHA,WI,"110,032.00","93,447.00","16,585.00","108,700.00","92,100.00","16,600.00"
15249,15250,,WI-00060,LAKE GENEVA,53147,WALWORTH,WI,"40,717.00","9,317.00","31,400.00","40,800.00","9,300.00","31,500.00"
15249,15250,,WI-00060,LAKE VILLA,60046,LAKE,IL,"236,287.00","155,882.00","80,405.00","143,100.00","95,700.00","47,400.00"
15249,15250,,WI-00060,LAKE ZURICH,60047,LAKE,IL,"19,062.00","19,062.00",0.00,"10,900.00","10,900.00",0.00
15249,15250,,WI-00060,LIBERTYVILLE,60048,LAKE,IL,"59,610.00","48,510.00","11,100.00",0.00,0.00,0.00
15249,15250,,WI-00060,MCHENRY,60050,MCHENRY,IL,"9,050.00","6,050.00","3,000.00","9,100.00","6,100.00","3,000.00"
15249,15250,,WI-00060,MILWAUKEE,53218,MILWAUKEE,WI,"104,733.00","78,833.00","25,900.00",0.00,0.00,0.00
15249,15250,,WI-00060,MUNDELEIN,60060,LAKE,IL,"251,847.00","143,497.00","108,350.00","88,300.00","47,400.00","40,900.00"
15249,15250,,WI-00060,NORTH CHICAGO,60064,LAKE,IL,"12,976.00","10,736.00","2,240.00","13,000.00","10,700.00","2,300.00"
15249,15250,,WI-00060,ROUND LAKE,60073,LAKE,IL,"53,984.00","38,759.00","15,225.00","49,100.00","33,800.00","15,300.00"
15249,15250,,WI-00060,ROUND LAKE BEACH,60073,LAKE,IL,"150,360.00","97,980.00","52,380.00","66,700.00","30,300.00","36,400.00"
15249,15250,,WI-00060,ROUND LAKE HEIGHTS,60073,LAKE,IL,"70,850.00","29,755.00","41,095.00",0.00,0.00,0.00
15249,15250,,WI-00060,SALEM,53168,KENOSHA,WI,"702,959.00","535,569.00","167,390.00","310,600.00","222,500.00","88,100.00"
15249,15250,,WI-00060,SILVER LAKE,53170,KENOSHA,WI,"332,006.00","228,836.00","103,170.00","234,700.00","155,400.00","79,300.00"
15249,15250,,WI-00060,STURTEVANT,53177,RACINE,WI,"41,995.00","31,570.00","10,425.00",0.00,0.00,0.00
15249,15250,,WI-00060,TREVOR,53179,KENOSHA,WI,"157,565.00","111,470.00","46,095.00","152,100.00","111,500.00","40,600.00"
15249,15250,,WI-00060,TWIN LAKES,53181,KENOSHA,WI,"22,632.00","21,032.00","1,600.00","21,100.00","21,100.00",0.00
15249,15250,,WI-00060,UNION GROVE,53182,KENOSHA,WI,"84,662.00","72,412.00","12,250.00",0.00,0.00,0.00
15249,15250,,WI-00060,UNION GROVE,53182,RACINE,WI,"274,768.00","175,918.00","98,850.00","192,600.00","114,400.00","78,200.00"
15249,15250,,WI-00060,VILLAGE OF LAKEWOOD,60014,MCHENRY,IL,"233,252.00","165,272.00","67,980.00","217,500.00","149,400.00","68,100.00"
15249,15250,,WI-00060,WADSWORTH,60083,LAKE,IL,"59,663.00","44,363.00","15,300.00","56,200.00","40,900.00","15,300.00"
15249,15250,,WI-00060,WAUKEGAN,60085,LAKE,IL,"98,102.00","72,717.00","25,385.00",0.00,0.00,0.00
15249,15250,,WI-00060,WILLIAMS BAY,53191,WALWORTH,WI,"48,930.00","34,430.00","14,500.00",0.00,0.00,0.00
15253,15254,,LA-00078,CHALMETTE,70043,SAINT BERNARD,LA,"4,598.00","1,973.00","2,625.00",0.00,0.00,0.00
15253,15254,,LA-00078,COVINGTON,70433,SAINT TAMMANY,LA,"38,799.00","20,299.00","18,500.00","29,300.00","20,300.00","9,000.00"
15253,15254,,LA-00078,COVINGTON,70435,SAINT TAMMANY,LA,"45,200.00",0.00,"45,200.00",0.00,0.00,0.00
15253,15254,,LA-00078,GRETNA,70056,JEFFERSON,LA,"13,200.00",0.00,"13,200.00",0.00,0.00,0.00
15253,15254,,LA-00078,JEFFERSON,70121,JEFFERSON,LA,"9,000.00",0.00,"9,000.00",0.00,0.00,0.00
15253,15254,,LA-00078,KENNER,70065,JEFFERSON,LA,"17,115.00",0.00,"17,115.00","2,600.00",0.00,"2,600.00"
15253,15254,,LA-00078,METAIRIE,70003,JEFFERSON,LA,"12,000.00",0.00,"12,000.00",0.00,0.00,0.00
15253,15254,,LA-00078,NEW ORLEANS,70112,ORLEANS,LA,"17,463.00","17,463.00",0.00,"16,400.00","16,400.00",0.00
15253,15254,,LA-00078,NEW ORLEANS,70114,ORLEANS,LA,"169,258.00","165,258.00","4,000.00",0.00,0.00,0.00
15253,15254,,LA-00078,NEW ORLEANS,70116,ORLEANS,LA,"233,990.00","150,345.00","83,645.00","196,300.00","129,100.00","67,200.00"
15253,15254,,LA-00078,NEW ORLEANS,70117,ORLEANS,LA,"40,763.00","27,938.00","12,825.00","30,000.00","25,000.00","5,000.00"
15253,15254,,LA-00078,NEW ORLEANS,70118,ORLEANS,LA,"112,271.00","94,326.00","17,945.00","34,900.00","30,600.00","4,300.00"
15253,15254,,LA-00078,NEW ORLEANS,70119,ORLEANS,LA,"855,697.00","329,672.00","526,025.00","206,200.00","105,300.00","100,900.00"
15253,15254,,LA-00078,NEW ORLEANS,70122,ORLEANS,LA,"336,384.00","206,542.00","129,842.00","120,200.00","93,800.00","26,400.00"
15253,15254,,LA-00078,NEW ORLEANS,70124,ORLEANS,LA,"169,299.00","109,264.00","60,035.00","151,800.00","106,500.00","45,300.00"
15253,15254,,LA-00078,NEW ORLEANS,70126,ORLEANS,LA,"15,220.00","15,220.00",0.00,"15,300.00","15,300.00",0.00
15253,15254,,LA-00078,NEW ORLEANS,70127,ORLEANS,LA,"17,250.00",0.00,"17,250.00",0.00,0.00,0.00
15253,15254,,LA-00078,NEW ORLEANS,70128,ORLEANS,LA,"9,375.00",0.00,"9,375.00",0.00,0.00,0.00
15253,15254,,LA-00078,NEW ORLEANS,70131,ORLEANS,LA,"12,375.00",0.00,"12,375.00","12,400.00",0.00,"12,400.00"
15253,15254,,LA-00078,RIVER RIDGE,70123,JEFFERSON,LA,"64,348.00","45,598.00","18,750.00",0.00,0.00,0.00
15253,15254,,LA-00078,SAINT BERNARD,70085,SAINT BERNARD,LA,"18,126.00","17,986.00",140.00,0.00,0.00,0.00
15255,15256,4331,WV-00046,BENWOOD,26031,MARSHALL,WV,"56,036.00","37,606.00","18,430.00","27,900.00","9,500.00","18,400.00"
15255,15256,4331,WV-00046,BURTON,26562,WETZEL,WV,"247,567.00","187,027.00","60,540.00","97,700.00","69,300.00","28,400.00"
15255,15256,4331,WV-00046,FAIRMONT,26554,MARION,WV,"4,521.00","4,521.00",0.00,0.00,0.00,0.00
15255,15256,4331,WV-00046,GLEN DALE,26038,MARSHALL,WV,"99,919.00","87,269.00","12,650.00","5,900.00","2,500.00","3,400.00"
15255,15256,4331,WV-00046,GLEN EASTON,26039,MARSHALL,WV,"145,947.00","97,787.00","48,160.00",0.00,0.00,0.00
15255,15256,4331,WV-00046,HUNDRED,26575,WETZEL,WV,"1,367,296.00","973,956.00","393,340.00","393,000.00","292,900.00","100,100.00"
15255,15256,4331,WV-00046,LITTLETON,26581,WETZEL,WV,"213,800.00","167,625.00","46,175.00","81,200.00","56,300.00","24,900.00"
15255,15256,4331,WV-00046,MANNINGTON,26582,HARRISON,WV,"95,810.00","67,790.00","28,020.00","67,900.00","39,900.00","28,000.00"
15255,15256,4331,WV-00046,MANNINGTON,26582,MARION,WV,"1,459,000.00","954,570.00","504,430.00","765,200.00","519,500.00","245,700.00"
15255,15256,4331,WV-00046,MCMECHEN,26040,MARSHALL,WV,"1,266,973.00","904,298.00","362,675.00","697,700.00","449,600.00","248,100.00"
15255,15256,4331,WV-00046,METZ,26585,MARION,WV,"20,979.00","16,949.00","4,030.00",0.00,0.00,0.00
15255,15256,4331,WV-00046,METZ,26585,WETZEL,WV,"19,848.00","17,848.00","2,000.00","14,600.00","12,600.00","2,000.00"
15255,15256,4331,WV-00046,MONONGAH,26554,MARION,WV,"31,726.00","31,726.00",0.00,"18,300.00","18,300.00",0.00
15255,15256,4331,WV-00046,PINE GROVE,26419,WETZEL,WV,"222,380.00","115,010.00","107,370.00","117,200.00","79,900.00","37,300.00"
15255,15256,4331,WV-00046,RACHEL,26587,MARION,WV,"359,519.00","282,414.00","77,105.00",0.00,0.00,0.00
