SBA Disaster Loan Data,,,,,,,Report Run Date:  12/1/2017 ,,,,,,
,,,,,,,Report Run Time:   3:09:56PM,,,,,,
Reporting Period:  10/01/2016 - 09/30/2017,,,,,,,,,,,,,
Declaration Type(s):  'ALL',,,,,,,,,,,,,
SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
15302,15303,4337,FL-00130,MIRAMAR,33027,BROWARD,FL,"3,303,354.00","2,890,748.00","412,606.00","1,579,700.00","1,455,300.00","124,400.00"
15302,15303,4337,FL-00130,MIRAMAR,33027,MIAMI-DADE,FL,"43,933.00","9,858.00","34,075.00","3,800.00","3,800.00",0.00
15302,15303,4337,FL-00130,MIRAMAR,33029,BROWARD,FL,"1,913,737.00","1,748,577.00","165,160.00","781,700.00","767,200.00","14,500.00"
15302,15303,4337,FL-00130,MONTVERDE,34756,LAKE,FL,"621,883.00","585,293.00","36,590.00","439,800.00","409,500.00","30,300.00"
15302,15303,4337,FL-00130,MOORE HAVEN,33471,GLADES,FL,"1,371,415.00","1,245,735.00","125,680.00","461,700.00","430,600.00","31,100.00"
15302,15303,4337,FL-00130,MORRISTON,32668,LEVY,FL,"120,858.00","117,058.00","3,800.00","51,400.00","50,800.00",600.00
15302,15303,4337,FL-00130,MORRISTON,32668,MARION,FL,"208,417.00","185,497.00","22,920.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,MOUNT DORA,32757,LAKE,FL,"524,512.00","438,627.00","85,885.00","313,100.00","248,100.00","65,000.00"
15302,15303,4337,FL-00130,MOUNT DORA,32757,ORANGE,FL,"583,460.00","499,790.00","83,670.00","159,800.00","137,400.00","22,400.00"
15302,15303,4337,FL-00130,MOUNT PLYMOUTH,32776,LAKE,FL,"20,823.00","20,823.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,MULBERRY,33860,POLK,FL,"1,835,013.00","1,631,118.00","203,895.00","830,100.00","747,500.00","82,600.00"
15302,15303,4337,FL-00130,MULBERRY,33860,SAINT LUCIE,FL,"53,625.00","53,625.00",0.00,"18,000.00","18,000.00",0.00
15302,15303,4337,FL-00130,MYAKKA CITY,34251,MANATEE,FL,"418,763.00","401,863.00","16,900.00","191,000.00","190,200.00",800.00
15302,15303,4337,FL-00130,N FORT MYERS,33903,LEE,FL,"107,160.00","100,860.00","6,300.00","39,700.00","39,700.00",0.00
15302,15303,4337,FL-00130,N FORT MYERS,33917,LEE,FL,"195,674.00","177,512.00","18,162.00","133,500.00","128,500.00","5,000.00"
15302,15303,4337,FL-00130,N FT MYERS,33903,LEE,FL,"5,470.00","5,470.00",0.00,"5,500.00","5,500.00",0.00
15302,15303,4337,FL-00130,N FT MYERS,33917,LEE,FL,"354,422.00","316,472.00","37,950.00","187,500.00","161,200.00","26,300.00"
15302,15303,4337,FL-00130,N LAUDERDALE,33068,BROWARD,FL,"707,713.00","544,947.00","162,766.00","229,700.00","168,400.00","61,300.00"
15302,15303,4337,FL-00130,N MIAMI BEACH,33160,MIAMI-DADE,FL,"70,367.00","50,292.00","20,075.00","6,200.00",0.00,"6,200.00"
15302,15303,4337,FL-00130,N MIAMI BEACH,33162,MIAMI-DADE,FL,"946,785.00","798,550.00","148,235.00","304,800.00","261,000.00","43,800.00"
15302,15303,4337,FL-00130,N MIAMI BEACH,33179,MIAMI-DADE,FL,"156,649.00","111,501.00","45,148.00","48,700.00","47,400.00","1,300.00"
15302,15303,4337,FL-00130,N MIAMI BEACH,33181,MIAMI-DADE,FL,"33,080.00","6,255.00","26,825.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,N REDNGTN BCH,33708,PINELLAS,FL,"28,092.00","28,092.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NALCREST,33856,POLK,FL,"38,242.00","29,742.00","8,500.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NAPLES,34101,LEE,FL,"10,280.00",0.00,"10,280.00","10,300.00",0.00,"10,300.00"
15302,15303,4337,FL-00130,NAPLES,34102,COLLIER,FL,"3,199,903.00","2,506,763.00","693,140.00","939,800.00","796,100.00","143,700.00"
15302,15303,4337,FL-00130,NAPLES,34103,COLLIER,FL,"2,152,431.00","1,777,055.00","375,376.00","778,600.00","632,700.00","145,900.00"
15302,15303,4337,FL-00130,NAPLES,34103,COLUMBIA,FL,"37,165.00","37,165.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NAPLES,34104,COLLIER,FL,"7,799,454.00","6,884,124.00","915,330.00","2,825,400.00","2,525,000.00","300,400.00"
15302,15303,4337,FL-00130,NAPLES,34104,COLUMBIA,FL,"2,100.00","2,100.00",0.00,"1,100.00","1,100.00",0.00
15302,15303,4337,FL-00130,NAPLES,34105,COLLIER,FL,"1,907,145.00","1,696,389.00","210,756.00","996,200.00","907,700.00","88,500.00"
15302,15303,4337,FL-00130,NAPLES,34108,COLLIER,FL,"3,891,777.00","3,378,544.00","513,233.00","1,466,500.00","1,371,900.00","94,600.00"
15302,15303,4337,FL-00130,NAPLES,34109,COLLIER,FL,"4,377,818.00","4,118,497.00","259,321.00","2,147,400.00","2,088,100.00","59,300.00"
15302,15303,4337,FL-00130,NAPLES,34109,COLUMBIA,FL,"52,348.00","50,398.00","1,950.00","52,400.00","50,400.00","2,000.00"
15302,15303,4337,FL-00130,NAPLES,34110,COLLIER,FL,"5,638,404.00","5,120,766.00","517,638.00","2,632,800.00","2,430,700.00","202,100.00"
15302,15303,4337,FL-00130,NAPLES,34110,LEE,FL,"199,565.00","181,050.00","18,515.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NAPLES,34112,COLLIER,FL,"10,234,706.00","9,033,844.00","1,200,862.00","4,182,300.00","3,717,000.00","465,300.00"
15302,15303,4337,FL-00130,NAPLES,34113,COLLIER,FL,"6,753,167.00","5,985,430.00","767,737.00","2,620,900.00","2,374,500.00","246,400.00"
15302,15303,4337,FL-00130,NAPLES,34114,COLLIER,FL,"6,109,766.00","5,336,566.00","773,200.00","2,419,500.00","2,163,000.00","256,500.00"
15302,15303,4337,FL-00130,NAPLES,34114,LEE,FL,"8,800.00",0.00,"8,800.00","8,800.00",0.00,"8,800.00"
15302,15303,4337,FL-00130,NAPLES,34116,COLLIER,FL,"9,353,866.00","8,565,303.00","788,563.00","4,220,700.00","3,978,400.00","242,300.00"
15302,15303,4337,FL-00130,NAPLES,34117,COLLIER,FL,"9,390,165.00","8,618,259.00","771,906.00","3,833,400.00","3,564,000.00","269,400.00"
15302,15303,4337,FL-00130,NAPLES,34119,COLLIER,FL,"9,933,352.00","9,330,232.00","603,120.00","4,085,000.00","3,884,900.00","200,100.00"
15302,15303,4337,FL-00130,NAPLES,34119,LEE,FL,"13,300.00",0.00,"13,300.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NAPLES,34120,COLLIER,FL,"17,790,420.00","16,265,071.00","1,525,349.00","9,029,900.00","8,441,400.00","588,500.00"
15302,15303,4337,FL-00130,NAPLES,34120,COLUMBIA,FL,"179,843.00","157,768.00","22,075.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NARANJA,33032,MIAMI-DADE,FL,"306,698.00","250,468.00","56,230.00","87,400.00","79,900.00","7,500.00"
15302,15303,4337,FL-00130,NEPTUNE BEACH,32266,DUVAL,FL,"260,219.00","245,519.00","14,700.00","193,800.00","179,100.00","14,700.00"
15302,15303,4337,FL-00130,NEW PORT RICHEY,34652,PASCO,FL,"1,379,700.00","1,183,857.00","195,843.00","755,300.00","649,700.00","105,600.00"
15302,15303,4337,FL-00130,NEW PORT RICHEY,34653,PASCO,FL,"698,391.00","542,021.00","156,370.00","249,000.00","196,400.00","52,600.00"
15302,15303,4337,FL-00130,NEW PORT RICHEY,34653,SAINT LUCIE,FL,"1,750.00","1,750.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NEW PORT RICHEY,34654,PASCO,FL,"1,252,555.00","1,094,122.00","158,433.00","353,600.00","324,000.00","29,600.00"
15302,15303,4337,FL-00130,NEW PORT RICHEY,34655,PASCO,FL,"963,502.00","802,337.00","161,165.00","414,200.00","335,500.00","78,700.00"
15302,15303,4337,FL-00130,NEW PT RICHEY,34652,PASCO,FL,"16,680.00","14,380.00","2,300.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NEW SMYRNA,32168,VOLUSIA,FL,"6,898.00","5,398.00","1,500.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NEW SMYRNA BEACH,32168,VOLUSIA,FL,"1,013,298.00","949,123.00","64,175.00","485,900.00","457,600.00","28,300.00"
15302,15303,4337,FL-00130,NEW SMYRNA BEACH,32169,VOLUSIA,FL,"749,141.00","575,621.00","173,520.00","233,500.00","204,600.00","28,900.00"
15302,15303,4337,FL-00130,NEWBERRY,32669,ALACHUA,FL,"228,711.00","213,371.00","15,340.00","145,200.00","137,300.00","7,900.00"
15302,15303,4337,FL-00130,NO FORT MYERS,33903,LEE,FL,"22,687.00","22,687.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NO FT MYERS,33903,LEE,FL,"73,155.00","73,155.00",0.00,"73,200.00","73,200.00",0.00
15302,15303,4337,FL-00130,NO NAME KEY,33043,MONROE,FL,"48,730.00","36,610.00","12,120.00","48,800.00","36,600.00","12,200.00"
15302,15303,4337,FL-00130,NOBLETON,34661,HERNANDO,FL,"113,685.00","113,685.00",0.00,"81,400.00","81,400.00",0.00
15302,15303,4337,FL-00130,NOCATEE,34268,DESOTO,FL,"60,469.00","53,274.00","7,195.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NOKOMIS,34275,SARASOTA,FL,"1,117,425.00","1,072,460.00","44,965.00","348,200.00","330,900.00","17,300.00"
15302,15303,4337,FL-00130,NORTH BAY VILLAGE,33141,MIAMI-DADE,FL,"635,455.00","469,543.00","165,912.00","192,800.00","110,400.00","82,400.00"
15302,15303,4337,FL-00130,NORTH FORT MYERS,33903,LEE,FL,"4,606,210.00","4,169,637.00","436,573.00","2,135,100.00","1,905,800.00","229,300.00"
15302,15303,4337,FL-00130,NORTH FORT MYERS,33917,CHARLOTTE,FL,"193,460.00","161,935.00","31,525.00","7,900.00","7,400.00",500.00
15302,15303,4337,FL-00130,NORTH FORT MYERS,33917,LEE,FL,"5,730,352.00","5,115,315.00","615,037.00","2,147,100.00","1,913,200.00","233,900.00"
15302,15303,4337,FL-00130,NORTH FORT MYERS,33918,LEE,FL,"30,711.00","30,711.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NORTH FT MYERS,33917,COLLIER,FL,"114,780.00","110,780.00","4,000.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NORTH FT MYERS,33917,LEE,FL,"607,266.00","524,211.00","83,055.00","544,900.00","475,100.00","69,800.00"
15302,15303,4337,FL-00130,NORTH LAUDERDALE,33068,BROWARD,FL,"1,600,479.00","1,254,296.00","346,183.00","704,000.00","530,600.00","173,400.00"
15302,15303,4337,FL-00130,NORTH MIAMI,33161,MIAMI-DADE,FL,"2,018,834.00","1,732,918.00","285,916.00","773,100.00","664,700.00","108,400.00"
15302,15303,4337,FL-00130,NORTH MIAMI,33167,MIAMI-DADE,FL,"787,452.00","646,632.00","140,820.00","307,600.00","276,200.00","31,400.00"
15302,15303,4337,FL-00130,NORTH MIAMI,33168,MIAMI-DADE,FL,"825,540.00","768,850.00","56,690.00","314,400.00","287,700.00","26,700.00"
15302,15303,4337,FL-00130,NORTH MIAMI,33181,MIAMI-DADE,FL,"1,430,911.00","1,199,478.00","231,433.00","540,600.00","511,700.00","28,900.00"
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33160,MIAMI-DADE,FL,"511,737.00","349,942.00","161,795.00","98,500.00","78,600.00","19,900.00"
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33162,BROWARD,FL,"118,986.00","113,786.00","5,200.00","60,000.00","54,800.00","5,200.00"
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33162,MIAMI-DADE,FL,"2,408,059.00","2,015,769.00","392,290.00","710,600.00","623,000.00","87,600.00"
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33169,MIAMI-DADE,FL,"134,244.00","82,818.00","51,426.00","22,800.00","22,800.00",0.00
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33179,MIAMI-DADE,FL,"239,273.00","189,478.00","49,795.00","40,000.00","33,200.00","6,800.00"
15302,15303,4337,FL-00130,NORTH MIAMI BEACH,33181,MIAMI-DADE,FL,"44,150.00","31,250.00","12,900.00","2,500.00",0.00,"2,500.00"
15302,15303,4337,FL-00130,NORTH PALM BEACH,33403,PALM BEACH,FL,"55,163.00","55,163.00",0.00,"55,200.00","55,200.00",0.00
15302,15303,4337,FL-00130,NORTH PALM BEACH,33408,PALM BEACH,FL,"484,472.00","435,564.00","48,908.00","160,400.00","134,000.00","26,400.00"
15302,15303,4337,FL-00130,NORTH PALM BEACH,33410,PALM BEACH,FL,"61,667.00","61,142.00",525.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,NORTH PORT,34286,SARASOTA,FL,"331,947.00","312,932.00","19,015.00","133,800.00","128,300.00","5,500.00"
15302,15303,4337,FL-00130,NORTH PORT,34287,SARASOTA,FL,"1,370,693.00","1,275,035.00","95,658.00","435,900.00","418,600.00","17,300.00"
15302,15303,4337,FL-00130,NORTH PORT,34288,SARASOTA,FL,"292,800.00","259,475.00","33,325.00","103,300.00","89,300.00","14,000.00"
15302,15303,4337,FL-00130,NORTH PORT,34289,SARASOTA,FL,"25,400.00",0.00,"25,400.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,NORTH PORT,34291,SARASOTA,FL,"487,712.00","449,782.00","37,930.00","170,300.00","142,200.00","28,100.00"
15302,15303,4337,FL-00130,NORTH REDINGTON BEACH,33708,PINELLAS,FL,"215,427.00","205,177.00","10,250.00","87,900.00","87,900.00",0.00
15302,15303,4337,FL-00130,NORTHDALE,33624,HILLSBOROUGH,FL,"11,750.00","3,750.00","8,000.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,O BRIEN,32071,SUWANNEE,FL,"149,866.00","133,066.00","16,800.00","33,400.00","25,100.00","8,300.00"
15302,15303,4337,FL-00130,OAK HILL,32759,VOLUSIA,FL,"339,522.00","310,622.00","28,900.00","109,200.00","89,700.00","19,500.00"
15302,15303,4337,FL-00130,OAKLAND,34760,ORANGE,FL,"101,800.00","90,500.00","11,300.00","1,200.00","1,200.00",0.00
15302,15303,4337,FL-00130,OAKLAND,34787,ORANGE,FL,"8,475.00","8,475.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,OAKLAND PARK,33309,BROWARD,FL,"880,837.00","733,273.00","147,564.00","280,600.00","237,800.00","42,800.00"
15302,15303,4337,FL-00130,OAKLAND PARK,33311,BROWARD,FL,"50,425.00","26,400.00","24,025.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OAKLAND PARK,33334,BROWARD,FL,"1,244,162.00","1,061,551.00","182,611.00","462,700.00","412,600.00","50,100.00"
15302,15303,4337,FL-00130,OAKLAND PARK,33334,MIAMI-DADE,FL,"26,800.00",0.00,"26,800.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OCALA,34470,MARION,FL,"1,006,253.00","940,058.00","66,195.00","475,600.00","433,600.00","42,000.00"
15302,15303,4337,FL-00130,OCALA,34471,MARION,FL,"2,013,314.00","1,780,834.00","232,480.00","1,339,000.00","1,200,400.00","138,600.00"
15302,15303,4337,FL-00130,OCALA,34472,MARION,FL,"1,109,206.00","1,027,601.00","81,605.00","529,400.00","500,900.00","28,500.00"
15302,15303,4337,FL-00130,OCALA,34473,MARION,FL,"785,533.00","748,948.00","36,585.00","318,300.00","292,400.00","25,900.00"
15302,15303,4337,FL-00130,OCALA,34474,MARION,FL,"687,436.00","605,011.00","82,425.00","300,100.00","271,200.00","28,900.00"
15302,15303,4337,FL-00130,OCALA,34475,MARION,FL,"694,637.00","607,582.00","87,055.00","206,400.00","195,100.00","11,300.00"
15302,15303,4337,FL-00130,OCALA,34476,MARION,FL,"911,592.00","842,202.00","69,390.00","532,000.00","496,500.00","35,500.00"
15302,15303,4337,FL-00130,OCALA,34479,ALACHUA,FL,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OCALA,34479,MARION,FL,"603,557.00","573,847.00","29,710.00","322,600.00","312,700.00","9,900.00"
15302,15303,4337,FL-00130,OCALA,34480,MARION,FL,"1,553,750.00","1,374,372.00","179,378.00","630,100.00","571,600.00","58,500.00"
15302,15303,4337,FL-00130,OCALA,34481,MARION,FL,"1,496,504.00","1,463,344.00","33,160.00","643,200.00","629,700.00","13,500.00"
15302,15303,4337,FL-00130,OCALA,34482,MANATEE,FL,"4,438.00","4,438.00",0.00,"4,500.00","4,500.00",0.00
15302,15303,4337,FL-00130,OCALA,34482,MARION,FL,"1,080,569.00","1,001,169.00","79,400.00","367,700.00","348,300.00","19,400.00"
15302,15303,4337,FL-00130,OCEAN RIDGE,33435,PALM BEACH,FL,"66,571.00","58,571.00","8,000.00","66,600.00","58,600.00","8,000.00"
15302,15303,4337,FL-00130,OCKLAWAHA,32179,LEVY,FL,"60,766.00","41,766.00","19,000.00","60,800.00","41,800.00","19,000.00"
15302,15303,4337,FL-00130,OCKLAWAHA,32179,MARION,FL,"991,764.00","934,266.00","57,498.00","431,700.00","417,000.00","14,700.00"
15302,15303,4337,FL-00130,OCOEE,34761,ORANGE,FL,"4,592,226.00","4,250,014.00","342,212.00","1,837,300.00","1,756,000.00","81,300.00"
15302,15303,4337,FL-00130,ODESSA,33556,HIGHLANDS,FL,"22,515.00","21,965.00",550.00,"22,600.00","22,000.00",600.00
15302,15303,4337,FL-00130,ODESSA,33556,HILLSBOROUGH,FL,"682,360.00","640,010.00","42,350.00","151,900.00","146,200.00","5,700.00"
15302,15303,4337,FL-00130,ODESSA,33556,PASCO,FL,"256,621.00","212,196.00","44,425.00","85,500.00","78,000.00","7,500.00"
15302,15303,4337,FL-00130,OKAHUMPKA,34762,LAKE,FL,"90,595.00","85,645.00","4,950.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OKEECHOBEE,34972,OKEECHOBEE,FL,"2,350,333.00","2,236,153.00","114,180.00","892,700.00","856,700.00","36,000.00"
15302,15303,4337,FL-00130,OKEECHOBEE,34972,OSCEOLA,FL,"98,710.00","94,610.00","4,100.00","37,700.00","34,700.00","3,000.00"
15302,15303,4337,FL-00130,OKEECHOBEE,34972,POLK,FL,750.00,0.00,750.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,OKEECHOBEE,34973,OKEECHOBEE,FL,"81,736.00","76,736.00","5,000.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OKEECHOBEE,34974,GLADES,FL,"741,844.00","681,929.00","59,915.00","474,400.00","447,200.00","27,200.00"
15302,15303,4337,FL-00130,OKEECHOBEE,34974,HIGHLANDS,FL,"287,194.00","173,834.00","113,360.00","96,300.00","89,800.00","6,500.00"
15302,15303,4337,FL-00130,OKEECHOBEE,34974,MARTIN,FL,"44,346.00","41,446.00","2,900.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,OKEECHOBEE,34974,OKEECHOBEE,FL,"3,582,584.00","3,312,529.00","270,055.00","1,413,100.00","1,332,100.00","81,000.00"
15302,15303,4337,FL-00130,OLD TOWN,32680,DIXIE,FL,"413,791.00","366,053.00","47,738.00","163,900.00","127,400.00","15,000.00"
15302,15303,4337,FL-00130,OLDSMAR,34677,PINELLAS,FL,"444,141.00","357,021.00","87,120.00","189,700.00","186,000.00","3,700.00"
15302,15303,4337,FL-00130,OLYMPIA HEIGHTS,33165,MIAMI-DADE,FL,"182,581.00","148,246.00","34,335.00","85,700.00","71,800.00","13,900.00"
15302,15303,4337,FL-00130,ONA,33865,HARDEE,FL,"148,335.00","147,985.00",350.00,"102,200.00","101,800.00",400.00
15302,15303,4337,FL-00130,OPA LOCKA,33054,MIAMI-DADE,FL,"1,453,378.00","1,239,193.00","214,185.00","359,200.00","311,200.00","48,000.00"
15302,15303,4337,FL-00130,OPA LOCKA,33055,MIAMI-DADE,FL,"402,851.00","314,833.00","88,018.00","11,200.00","6,200.00","5,000.00"
15302,15303,4337,FL-00130,OPA-LOCKA,33054,MIAMI-DADE,FL,"143,396.00","138,771.00","4,625.00","30,000.00","30,000.00",0.00
15302,15303,4337,FL-00130,ORANGE CITY,32763,VOLUSIA,FL,"1,557,300.00","1,425,416.00","131,884.00","788,900.00","751,500.00","37,400.00"
15302,15303,4337,FL-00130,ORANGE LAKE,32681,MARION,FL,"70,335.00","62,185.00","8,150.00","66,800.00","61,800.00","5,000.00"
15302,15303,4337,FL-00130,ORANGE PARK,32003,CLAY,FL,"58,057.00","57,557.00",500.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORANGE PARK,32065,CLAY,FL,"1,957,049.00","1,716,121.00","240,928.00","741,100.00","693,100.00","48,000.00"
15302,15303,4337,FL-00130,ORANGE PARK,32065,COLLIER,FL,"63,781.00","52,981.00","10,800.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORANGE PARK,32065,DUVAL,FL,"15,133.00","15,133.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORANGE PARK,32073,CLAY,FL,"4,982,090.00","4,241,395.00","740,695.00","2,125,900.00","1,844,100.00","281,800.00"
15302,15303,4337,FL-00130,ORLANDO,32801,ORANGE,FL,"175,058.00","164,258.00","10,800.00","41,800.00","41,800.00",0.00
15302,15303,4337,FL-00130,ORLANDO,32803,ORANGE,FL,"704,681.00","652,056.00","52,625.00","287,900.00","265,700.00","22,200.00"
15302,15303,4337,FL-00130,ORLANDO,32804,ORANGE,FL,"776,316.00","613,646.00","162,670.00","276,700.00","231,000.00","45,700.00"
15302,15303,4337,FL-00130,ORLANDO,32805,ORANGE,FL,"2,077,215.00","1,706,816.00","370,399.00","755,900.00","614,000.00","141,900.00"
15302,15303,4337,FL-00130,ORLANDO,32806,ORANGE,FL,"1,676,660.00","1,470,905.00","205,755.00","728,200.00","609,700.00","118,500.00"
15302,15303,4337,FL-00130,ORLANDO,32807,ORANGE,FL,"1,718,554.00","1,533,235.00","185,319.00","710,500.00","670,600.00","39,900.00"
15302,15303,4337,FL-00130,ORLANDO,32808,ORANGE,FL,"4,341,519.00","3,646,719.00","694,800.00","1,105,700.00","921,100.00","184,600.00"
15302,15303,4337,FL-00130,ORLANDO,32808,OSCEOLA,FL,"38,367.00","31,767.00","6,600.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32809,ORANGE,FL,"1,410,690.00","1,277,410.00","133,280.00","474,400.00","447,800.00","26,600.00"
15302,15303,4337,FL-00130,ORLANDO,32810,ORANGE,FL,"3,757,298.00","3,340,169.00","417,129.00","1,533,100.00","1,429,600.00","103,500.00"
15302,15303,4337,FL-00130,ORLANDO,32811,ORANGE,FL,"1,959,846.00","1,553,041.00","406,805.00","649,600.00","538,500.00","111,100.00"
15302,15303,4337,FL-00130,ORLANDO,32812,ORANGE,FL,"1,833,597.00","1,712,789.00","120,808.00","735,400.00","694,000.00","41,400.00"
15302,15303,4337,FL-00130,ORLANDO,32814,ORANGE,FL,"192,771.00","168,096.00","24,675.00","118,900.00","94,200.00","24,700.00"
15302,15303,4337,FL-00130,ORLANDO,32817,ORANGE,FL,"2,460,384.00","2,177,964.00","282,420.00","909,200.00","786,700.00","122,500.00"
15302,15303,4337,FL-00130,ORLANDO,32818,ORANGE,FL,"5,783,173.00","5,291,972.00","491,201.00","1,643,800.00","1,512,200.00","131,600.00"
15302,15303,4337,FL-00130,ORLANDO,32818,PALM BEACH,FL,"41,010.00","41,010.00",0.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32819,ORANGE,FL,"1,945,834.00","1,801,689.00","144,145.00","831,600.00","773,400.00","58,200.00"
15302,15303,4337,FL-00130,ORLANDO,32820,ORANGE,FL,"1,335,713.00","1,239,675.00","96,038.00","612,500.00","550,100.00","62,400.00"
15302,15303,4337,FL-00130,ORLANDO,32821,ORANGE,FL,"449,466.00","427,550.00","21,916.00","367,900.00","356,100.00","11,800.00"
15302,15303,4337,FL-00130,ORLANDO,32822,ORANGE,FL,"3,003,263.00","2,679,408.00","323,855.00","963,800.00","904,300.00","59,500.00"
15302,15303,4337,FL-00130,ORLANDO,32824,ORANGE,FL,"3,824,836.00","3,458,109.00","366,727.00","1,648,800.00","1,515,500.00","133,300.00"
15302,15303,4337,FL-00130,ORLANDO,32825,HIGHLANDS,FL,"6,160.00","2,020.00","4,140.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32825,ORANGE,FL,"4,332,811.00","3,938,340.00","394,471.00","2,185,200.00","1,959,800.00","225,400.00"
15302,15303,4337,FL-00130,ORLANDO,32826,ORANGE,FL,"1,858,466.00","1,685,023.00","173,443.00","635,500.00","616,300.00","19,200.00"
15302,15303,4337,FL-00130,ORLANDO,32826,OSCEOLA,FL,"43,104.00","42,654.00",450.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32827,ORANGE,FL,"268,367.00","263,582.00","4,785.00","225,700.00","222,500.00","3,200.00"
15302,15303,4337,FL-00130,ORLANDO,32828,ORANGE,FL,"5,369,424.00","5,080,842.00","288,582.00","2,909,500.00","2,733,600.00","175,900.00"
15302,15303,4337,FL-00130,ORLANDO,32828,OSCEOLA,FL,"72,965.00","72,465.00",500.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32829,ORANGE,FL,"1,292,399.00","1,224,139.00","68,260.00","592,700.00","546,700.00","46,000.00"
15302,15303,4337,FL-00130,ORLANDO,32831,ORANGE,FL,"107,273.00","105,873.00","1,400.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32832,ORANGE,FL,"795,454.00","744,731.00","50,723.00","421,400.00","416,400.00","5,000.00"
15302,15303,4337,FL-00130,ORLANDO,32833,ORANGE,FL,"1,619,481.00","1,562,701.00","56,780.00","765,800.00","741,800.00","24,000.00"
15302,15303,4337,FL-00130,ORLANDO,32833,OSCEOLA,FL,"67,992.00","67,492.00",500.00,0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32835,ORANGE,FL,"1,998,218.00","1,854,423.00","143,795.00","892,800.00","835,800.00","57,000.00"
15302,15303,4337,FL-00130,ORLANDO,32836,ORANGE,FL,"832,445.00","767,305.00","65,140.00","112,600.00","105,500.00","7,100.00"
15302,15303,4337,FL-00130,ORLANDO,32837,ORANGE,FL,"3,447,574.00","3,350,931.00","96,643.00","1,267,000.00","1,228,600.00","38,400.00"
15302,15303,4337,FL-00130,ORLANDO,32837,PALM BEACH,FL,"56,123.00","54,023.00","2,100.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORLANDO,32839,ORANGE,FL,"1,523,461.00","1,278,548.00","244,913.00","649,300.00","563,500.00","85,800.00"
15302,15303,4337,FL-00130,ORLANDO,32859,ORANGE,FL,"32,816.00","25,946.00","6,870.00",0.00,0.00,0.00
15302,15303,4337,FL-00130,ORMOND BEACH,32174,FLAGLER,FL,"21,488.00","21,488.00",0.00,"13,600.00","13,600.00",0.00
15302,15303,4337,FL-00130,ORMOND BEACH,32174,VOLUSIA,FL,"2,720,962.00","2,255,642.00","465,320.00","1,025,000.00","848,600.00","176,400.00"
15302,15303,4337,FL-00130,ORMOND BEACH,32176,VOLUSIA,FL,"1,058,476.00","923,336.00","135,140.00","468,600.00","449,500.00","19,100.00"
