Zip Code,Location,City,Avg. Income/H/hold
33849,"28.226034, -82.042458","Kathleen, Florida","$25,625.00"
33311,"26.144208, -80.172785","Fort Lauderdale, Florida","$25,557.00"
32322,"29.924475, -84.643836","Carrabelle, Florida","$25,556.00"
32139,"29.378244, -81.619177","Georgetown, Florida","$25,508.00"
32182,"29.495579, -81.957635","Orange Springs, Florida","$25,500.00"
32438,"30.501287, -85.424081","Fountain, Florida","$25,465.00"
34661,"28.629596, -82.251097","Nobleton, Florida","$25,417.00"
33585,"28.756401, -82.076500","Sumterville, Florida","$25,388.00"
32401,"30.161942, -85.651367","Panama City, Florida","$25,311.00"
32052,"30.467821, -82.944424","Jasper, Florida","$25,302.00"
33815,"28.041258, -81.997590","Lakeland, Florida","$25,269.00"
32648,"29.483461, -83.261258","Horseshoe Beach, Florida","$25,268.00"
32901,"28.070733, -80.621954","Melbourne, Florida","$25,261.00"
32535,"30.963418, -87.345635","Century, Florida","$25,217.00"
34142,"26.286543, -81.280485","Immokalee, Florida","$25,189.00"
32355,"30.173851, -84.207654","Saint Marks, Florida","$25,156.00"
32505,"30.458051, -87.261065","Pensacola, Florida","$25,019.00"
32641,"29.620169, -82.269453","Gainesville, Florida","$24,903.00"
32424,"30.409000, -85.072176","Blountstown, Florida","$24,888.00"
34449,"29.117547, -82.691291","Inglis, Florida","$24,745.00"
32096,"30.348935, -82.827293","White Springs, Florida","$24,741.00"
32320,"29.749895, -85.024009","Apalachicola, Florida","$24,702.00"
34947,"27.448930, -80.375965","Fort Pierce, Florida","$24,696.00"
33141,"25.856218, -80.135353","Miami Beach, Florida","$24,535.00"
32148,"29.613618, -81.863087","Interlachen, Florida","$24,288.00"
32112,"29.415488, -81.547619","Crescent City, Florida","$24,286.00"
32332,"30.624560, -84.671157","Gretna, Florida","$24,156.00"
32680,"29.623345, -83.008616","Old Town, Florida","$24,131.00"
33916,"26.630148, -81.834053","Fort Myers, Florida","$24,050.00"
32608,"29.584044, -82.373816","Gainesville, Florida","$23,963.00"
32204,"30.323450, -81.683154","Jacksonville, Florida","$23,957.00"
33865,"27.460661, -81.983630","Ona, Florida","$23,750.00"
32922,"28.370236, -80.750801","Cocoa, Florida","$23,608.00"
33054,"25.907995, -80.257509","Opa Locka, Florida","$23,598.00"
33493,"26.646000, -80.728141","South Bay, Florida","$23,589.00"
34137,"26.066004, -81.306614","Copeland, Florida","$23,533.00"
33857,"27.381845, -81.163841","Lorida, Florida","$23,500.00"
32462,"30.549442, -85.846825","Vernon, Florida","$23,438.00"
33132,"25.778369, -80.175785","Miami, Florida","$22,969.00"
32654,"29.460195, -82.089434","Island Grove, Florida","$22,946.00"
33010,"25.832277, -80.278722","Hialeah, Florida","$22,815.00"
32658,"29.846765, -82.397098","La Crosse, Florida","$22,750.00"
34475,"29.258909, -82.166961","Ocala, Florida","$22,738.00"
32114,"29.194986, -81.053983","Daytona Beach, Florida","$22,395.00"
32501,"30.420815, -87.223216","Pensacola, Florida","$22,351.00"
32209,"30.361015, -81.696254","Jacksonville, Florida","$22,202.00"
33147,"25.852126, -80.238860","Miami, Florida","$22,072.00"
33430,"26.667681, -80.617737","Belle Glade, Florida","$22,030.00"
33476,"26.809287, -80.632823","Pahokee, Florida","$21,875.00"
33001,"24.817135, -80.806013","Long Key, Florida","$21,858.00"
32662,"29.533958, -82.096323","Lochloosa, Florida","$21,806.00"
33150,"25.852190, -80.207174","Miami, Florida","$21,775.00"
33034,"25.408381, -80.704239","Homestead, Florida","$21,635.00"
32805,"28.529996, -81.403681","Orlando, Florida","$21,629.00"
33701,"27.770776, -82.636320","Saint Petersburg, Florida","$21,502.00"
33125,"25.783473, -80.235879","Miami, Florida","$21,106.00"
32183,"29.084501, -81.835317","Ocklawaha, Florida","$20,795.00"
32449,"30.274524, -85.218545","Wewahitchka, Florida","$20,787.00"
34950,"27.446130, -80.335802","Fort Pierce, Florida","$20,484.00"
32013,"30.185994, -83.295449","Day, Florida","$20,481.00"
33605,"27.954020, -82.429376","Tampa, Florida","$20,424.00"
32463,"30.631465, -85.590042","Wausau, Florida","$20,208.00"
33127,"25.813175, -80.205808","Miami, Florida","$20,148.00"
33135,"25.766592, -80.235064","Miami, Florida","$18,903.00"
32335,"30.045197, -85.075935","Sumatra, Florida","$18,750.00"
32337,"30.474619, -84.019398","Lloyd, Florida","$18,750.00"
32616,"29.797632, -82.491594","Alachua, Florida","$18,582.00"
33142,"25.811454, -80.239300","Miami, Florida","$18,506.00"
33877,"27.985902, -81.622906","Waverly, Florida","$18,482.00"
32683,"29.309223, -82.784299","Otter Creek, Florida","$18,250.00"
34762,"28.729849, -81.938122","Okahumpka, Florida","$17,813.00"
32601,"29.648700, -82.325412","Gainesville, Florida","$17,664.00"
32206,"30.351062, -81.642174","Jacksonville, Florida","$17,169.00"
32323,"29.879169, -84.600706","Lanark Village, Florida","$16,731.00"
33136,"25.787246, -80.205567","Miami, Florida","$15,363.00"
32304,"30.453845, -84.352746","Tallahassee, Florida","$14,826.00"
32603,"29.646927, -82.351445","Gainesville, Florida","$14,013.00"
33130,"25.768524, -80.203359","Miami, Florida","$13,684.00"
32681,"29.420661, -82.215366","Orange Lake, Florida","$13,036.00"
33128,"25.776614, -80.204274","Miami, Florida","$11,873.00"
32202,"30.327345, -81.650304","Jacksonville, Florida","$9,904.00"
32422,"30.718618, -86.039192","Argyle, Florida","$9,583.00"
32970,"27.750398, -80.449289","Wabasso, Florida","$6,250.00"
