Zip Code,Location,City,Avg. Income/H/hold
33014,"25.907842, -80.305482","Hialeah, Florida","$38,485.00"
34607,"28.487514, -82.629483","Spring Hill, Florida","$38,434.00"
33710,"27.788850, -82.726462","Saint Petersburg, Florida","$38,419.00"
32820,"28.585868, -81.112925","Orlando, Florida","$38,361.00"
33598,"27.694033, -82.314377","Wimauma, Florida","$38,357.00"
33066,"26.252758, -80.170374","Pompano Beach, Florida","$38,319.00"
32725,"28.894383, -81.237879","Deltona, Florida","$38,271.00"
34602,"28.502482, -82.282351","Brooksville, Florida","$38,257.00"
34112,"26.117754, -81.739865","Naples, Florida","$38,244.00"
32669,"29.636183, -82.594138","Newberry, Florida","$38,199.00"
33527,"27.973604, -82.212663","Dover, Florida","$38,196.00"
33312,"26.087196, -80.183144","Fort Lauderdale, Florida","$38,190.00"
33573,"27.710635, -82.362978","Sun City Center, Florida","$38,101.00"
34746,"28.257550, -81.461502","Kissimmee, Florida","$38,084.00"
33981,"26.876170, -82.210575","Port Charlotte, Florida","$38,038.00"
33621,"27.852365, -82.497928","Tampa, Florida","$38,036.00"
33922,"26.648865, -82.135266","Bokeelia, Florida","$37,981.00"
34203,"27.429590, -82.510454","Bradenton, Florida","$37,972.00"
32234,"30.226001, -81.983522","Jacksonville, Florida","$37,917.00"
32303,"30.522451, -84.341933","Tallahassee, Florida","$37,853.00"
32413,"30.328149, -85.871817","Panama City Beach, Florida","$37,790.00"
32547,"30.451060, -86.625037","Fort Walton Beach, Florida","$37,773.00"
32958,"27.788953, -80.496361","Sebastian, Florida","$37,764.00"
33023,"25.987507, -80.212896","Hollywood, Florida","$37,756.00"
34484,"28.929073, -82.101178","Oxford, Florida","$37,741.00"
34139,"25.847820, -81.377074","Everglades City, Florida","$37,639.00"
33803,"28.009389, -81.933441","Lakeland, Florida","$37,621.00"
33930,"26.567506, -81.489115","Felda, Florida","$37,422.00"
32757,"28.773053, -81.638118","Mount Dora, Florida","$37,364.00"
32404,"30.196305, -85.506149","Panama City, Florida","$37,354.00"
32409,"30.343709, -85.680774","Panama City, Florida","$37,347.00"
32796,"28.582917, -80.904826","Titusville, Florida","$37,283.00"
33948,"26.973516, -82.149954","Port Charlotte, Florida","$37,236.00"
34236,"27.340053, -82.541649","Sarasota, Florida","$37,234.00"
33868,"28.226937, -81.834121","Polk City, Florida","$37,157.00"
32730,"28.652587, -81.344673","Casselberry, Florida","$37,150.00"
32962,"27.586293, -80.388179","Vero Beach, Florida","$37,148.00"
33716,"27.875060, -82.648609","Saint Petersburg, Florida","$37,125.00"
34461,"28.830186, -82.482261","Lecanto, Florida","$37,087.00"
33782,"27.859279, -82.714563","Pinellas Park, Florida","$37,049.00"
33850,"28.099808, -81.743469","Lake Alfred, Florida","$37,048.00"
32709,"28.500893, -80.959302","Christmas, Florida","$37,039.00"
32618,"29.539364, -82.528898","Archer, Florida","$37,035.00"
32159,"28.933519, -81.918977","Lady Lake, Florida","$37,010.00"
32219,"30.416320, -81.802162","Jacksonville, Florida","$36,961.00"
33830,"27.876405, -81.811315","Bartow, Florida","$36,955.00"
34446,"28.745122, -82.512096","Homosassa, Florida","$36,941.00"
33050,"24.728845, -81.033769","Marathon, Florida","$36,941.00"
32967,"27.708354, -80.455319","Vero Beach, Florida","$36,929.00"
32666,"29.737857, -82.026537","Melrose, Florida","$36,903.00"
32949,"27.924004, -80.528509","Grant, Florida","$36,875.00"
32773,"28.755190, -81.250080","Sanford, Florida","$36,851.00"
32764,"28.824259, -81.073985","Osteen, Florida","$36,830.00"
33759,"27.981988, -82.714164","Clearwater, Florida","$36,805.00"
34114,"25.954218, -81.573387","Naples, Florida","$36,802.00"
32361,"30.367085, -84.000856","Wacissa, Florida","$36,786.00"
32692,"29.328795, -83.206486","Suwannee, Florida","$36,667.00"
34739,"27.913469, -81.073278","Kenansville, Florida","$36,645.00"
34731,"28.871975, -81.908888","Fruitland Park, Florida","$36,617.00"
34753,"28.613110, -81.911252","Mascotte, Florida","$36,581.00"
32539,"30.776138, -86.464476","Crestview, Florida","$36,571.00"
32227,"30.384556, -81.417826","Jacksonville, Florida","$36,541.00"
32141,"28.928953, -80.919135","Edgewater, Florida","$36,541.00"
32935,"28.133567, -80.654632","Melbourne, Florida","$36,528.00"
33027,"25.980517, -80.341556","Hollywood, Florida","$36,502.00"
32358,"30.073350, -84.536071","Sopchoppy, Florida","$36,486.00"
32333,"30.606729, -84.415191","Havana, Florida","$36,355.00"
33064,"26.278502, -80.115300","Pompano Beach, Florida","$36,341.00"
33444,"26.457074, -80.079598","Delray Beach, Florida","$36,335.00"
33778,"27.883640, -82.797723","Largo, Florida","$36,328.00"
34141,"25.826388, -81.009700","Ochopee, Florida","$36,328.00"
33322,"26.150624, -80.272444","Fort Lauderdale, Florida","$36,276.00"
34654,"28.289440, -82.635513","New Port Richey, Florida","$36,265.00"
32410,"29.944256, -85.413713","Mexico Beach, Florida","$36,250.00"
33616,"27.868790, -82.526338","Tampa, Florida","$36,144.00"
34221,"27.590890, -82.536240","Palmetto, Florida","$36,092.00"
33708,"27.813660, -82.791635","Saint Petersburg, Florida","$36,081.00"
32583,"30.588932, -86.962036","Milton, Florida","$36,034.00"
32536,"30.757315, -86.604278","Crestview, Florida","$36,031.00"
32531,"30.898091, -86.693071","Baker, Florida","$36,019.00"
32754,"28.741238, -80.934941","Mims, Florida","$35,952.00"
33334,"26.182573, -80.133587","Fort Lauderdale, Florida","$35,919.00"
33702,"27.845647, -82.636205","Saint Petersburg, Florida","$35,904.00"
33169,"25.943117, -80.214686","Miami, Florida","$35,897.00"
34223,"26.980432, -82.325895","Englewood, Florida","$35,814.00"
33760,"27.905787, -82.713989","Clearwater, Florida","$35,779.00"
32083,"30.114513, -82.232810","Raiford, Florida","$35,776.00"
33765,"27.973880, -82.745218","Clearwater, Florida","$35,762.00"
33016,"25.891980, -80.330013","Hialeah, Florida","$35,762.00"
33956,"26.542452, -82.101976","Saint James City, Florida","$35,746.00"
34476,"29.094565, -82.198949","Ocala, Florida","$35,738.00"
32664,"29.445934, -82.217423","Mc Intosh, Florida","$35,724.00"
33617,"28.041551, -82.394633","Tampa, Florida","$35,709.00"
33314,"26.067536, -80.224128","Fort Lauderdale, Florida","$35,669.00"
33179,"25.957620, -80.179998","Miami, Florida","$35,652.00"
32423,"30.948927, -85.043117","Bascom, Florida","$35,648.00"
34705,"28.698679, -81.712659","Astatula, Florida","$35,644.00"
32570,"30.804242, -86.992503","Milton, Florida","$35,634.00"
33069,"26.233662, -80.161439","Pompano Beach, Florida","$35,632.00"
33435,"26.524927, -80.063044","Boynton Beach, Florida","$35,583.00"
32822,"28.480875, -81.250964","Orlando, Florida","$35,569.00"
32207,"30.291016, -81.634595","Jacksonville, Florida","$35,568.00"
33446,"26.451121, -80.186431","Delray Beach, Florida","$35,562.00"
32643,"29.817981, -82.636103","High Springs, Florida","$35,536.00"
32568,"30.879920, -87.473034","Mc David, Florida","$35,533.00"
32136,"29.462777, -81.154588","Flagler Beach, Florida","$35,515.00"
32508,"30.350765, -87.316598","Pensacola, Florida","$35,453.00"
32966,"27.683619, -80.707641","Vero Beach, Florida","$35,449.00"
33403,"26.803747, -80.076368","West Palm Beach, Florida","$35,429.00"
32564,"30.717331, -86.770866","Holt, Florida","$35,385.00"
33172,"25.786909, -80.361253","Miami, Florida","$35,381.00"
34769,"28.248493, -81.288610","Saint Cloud, Florida","$35,364.00"
33438,"26.919295, -80.604882","Canal Point, Florida","$35,313.00"
34609,"28.468103, -82.456924","Spring Hill, Florida","$35,240.00"
33441,"26.311102, -80.097870","Deerfield Beach, Florida","$35,184.00"
34208,"27.487487, -82.515923","Bradenton, Florida","$35,106.00"
33907,"26.563628, -81.871286","Fort Myers, Florida","$35,065.00"
34610,"28.369173, -82.511477","Spring Hill, Florida","$35,065.00"
32446,"30.845499, -85.231185","Marianna, Florida","$35,051.00"
33905,"26.665800, -81.747357","Fort Myers, Florida","$35,039.00"
33321,"26.213096, -80.269376","Fort Lauderdale, Florida","$35,016.00"
32507,"30.339837, -87.373783","Pensacola, Florida","$35,012.00"
32466,"30.394337, -85.512314","Youngstown, Florida","$35,000.00"
33823,"28.079129, -81.811656","Auburndale, Florida","$34,895.00"
32058,"30.076852, -82.111729","Lawtey, Florida","$34,767.00"
34951,"27.532134, -80.418954","Fort Pierce, Florida","$34,732.00"
32212,"30.214949, -81.687118","Jacksonville, Florida","$34,653.00"
34698,"28.030549, -82.780626","Dunedin, Florida","$34,600.00"
32205,"30.305692, -81.730229","Jacksonville, Florida","$34,579.00"
34432,"29.067061, -82.384272","Dunnellon, Florida","$34,577.00"
32640,"29.599929, -82.059561","Hawthorne, Florida","$34,476.00"
34479,"29.245618, -82.112501","Ocala, Florida","$34,459.00"
32087,"30.408083, -82.275269","Sanderson, Florida","$34,432.00"
32622,"29.897079, -82.302343","Brooker, Florida","$34,427.00"
33525,"28.346581, -82.228297","Dade City, Florida","$34,422.00"
32130,"29.148342, -81.341043","De Leon Springs, Florida","$34,417.00"
32809,"28.459411, -81.393195","Orlando, Florida","$34,385.00"
33566,"28.008138, -82.101038","Plant City, Florida","$34,358.00"
32702,"29.070174, -81.659677","Altoona, Florida","$34,345.00"
32503,"30.459667, -87.213643","Pensacola, Florida","$34,344.00"
32095,"29.982602, -81.400030","Saint Augustine, Florida","$34,330.00"
34758,"28.213815, -81.505662","Kissimmee, Florida","$34,328.00"
33880,"27.986734, -81.766784","Winter Haven, Florida","$34,293.00"
34442,"28.952009, -82.392488","Hernando, Florida","$34,285.00"
34797,"28.730537, -81.826702","Yalaha, Florida","$34,258.00"
34952,"27.306670, -80.294607","Port Saint Lucie, Florida","$34,253.00"
32506,"30.393112, -87.351445","Pensacola, Florida","$34,252.00"
32211,"30.334514, -81.584895","Jacksonville, Florida","$34,232.00"
32807,"28.550579, -81.304208","Orlando, Florida","$34,224.00"
32724,"29.080238, -81.261673","Deland, Florida","$34,216.00"
32403,"30.058624, -85.584016","Panama City, Florida","$34,191.00"
32697,"29.934417, -82.439124","Worthington Springs, Florida","$34,141.00"
33872,"27.456501, -81.498205","Sebring, Florida","$34,138.00"
32168,"28.963773, -81.029413","New Smyrna Beach, Florida","$34,132.00"
32744,"28.996099, -81.227137","Lake Helen, Florida","$34,081.00"
33060,"26.231630, -80.122639","Pompano Beach, Florida","$34,060.00"
33841,"27.699330, -81.794545","Fort Meade, Florida","$34,005.00"
32054,"30.027791, -82.410524","Lake Butler, Florida","$33,958.00"
32735,"28.888970, -81.757121","Grand Island, Florida","$33,948.00"
33903,"26.746480, -81.992404","North Fort Myers, Florida","$33,946.00"
33032,"25.527826, -80.379615","Homestead, Florida","$33,873.00"
34429,"28.855144, -82.639645","Crystal River, Florida","$33,861.00"
33004,"26.053767, -80.139582","Dania, Florida","$33,850.00"
34614,"28.642840, -82.506816","Brooksville, Florida","$33,846.00"
32334,"30.336214, -84.751712","Hosford, Florida","$33,831.00"
33756,"27.944224, -82.788437","Clearwater, Florida","$33,825.00"
33160,"25.937576, -80.136088","North Miami Beach, Florida","$33,784.00"
34138,"25.837571, -81.349396","Chokoloskee, Florida","$33,750.00"
33982,"26.872279, -81.856936","Punta Gorda, Florida","$33,750.00"
33781,"27.838370, -82.716351","Pinellas Park, Florida","$33,732.00"
33319,"26.181380, -80.225807","Fort Lauderdale, Florida","$33,673.00"
33174,"25.762046, -80.359500","Miami, Florida","$33,616.00"
34608,"28.482820, -82.552887","Spring Hill, Florida","$33,585.00"
32185,"29.742585, -81.961279","Putnam Hall, Florida","$33,438.00"
33484,"26.457230, -80.137519","Delray Beach, Florida","$33,395.00"
32686,"29.355528, -82.275021","Reddick, Florida","$33,293.00"
33440,"26.615792, -81.055169","Clewiston, Florida","$33,290.00"
33936,"26.593249, -81.616800","Lehigh Acres, Florida","$33,276.00"
34982,"27.388156, -80.323409","Fort Pierce, Florida","$33,267.00"
33755,"27.979249, -82.777561","Clearwater, Florida","$33,258.00"
32778,"28.780903, -81.734798","Tavares, Florida","$33,221.00"
33415,"26.657465, -80.122731","West Palm Beach, Florida","$33,216.00"
34994,"27.195736, -80.254096","Stuart, Florida","$33,205.00"
32024,"30.089246, -82.733585","Lake City, Florida","$33,168.00"
33763,"28.004010, -82.745460","Clearwater, Florida","$33,153.00"
33917,"26.732962, -81.839491","North Fort Myers, Florida","$33,120.00"
33442,"26.306390, -80.148721","Deerfield Beach, Florida","$33,089.00"
33935,"26.763533, -81.440744","Labelle, Florida","$33,065.00"
32344,"30.526778, -83.873824","Monticello, Florida","$33,058.00"
34748,"28.760431, -81.885166","Leesburg, Florida","$33,009.00"
32826,"28.588358, -81.184561","Orlando, Florida","$32,987.00"
32811,"28.521568, -81.447421","Orlando, Florida","$32,984.00"
33614,"27.998859, -82.510200","Tampa, Florida","$32,969.00"
32784,"28.950079, -81.721447","Umatilla, Florida","$32,963.00"
32140,"29.774592, -81.860838","Florahome, Florida","$32,955.00"
32726,"28.871582, -81.687395","Eustis, Florida","$32,954.00"
32442,"30.703886, -85.002552","Grand Ridge, Florida","$32,854.00"
32771,"28.813380, -81.324099","Sanford, Florida","$32,826.00"
33713,"27.789186, -82.677508","Saint Petersburg, Florida","$32,741.00"
32948,"27.724585, -80.585613","Fellsmere, Florida","$32,724.00"
32044,"29.863361, -82.185070","Hampton, Florida","$32,700.00"
32456,"29.754109, -85.373043","Port Saint Joe, Florida","$32,694.00"
32720,"29.035969, -81.377275","Deland, Florida","$32,688.00"
32430,"30.436087, -85.246626","Clarksville, Florida","$32,670.00"
32062,"30.137457, -82.978338","Mc Alpin, Florida","$32,604.00"
32119,"29.147345, -81.027845","Daytona Beach, Florida","$32,602.00"
33534,"27.805195, -82.371766","Gibsonton, Florida","$32,574.00"
32565,"30.887327, -87.137479","Jay, Florida","$32,554.00"
34473,"29.006530, -82.183546","Ocala, Florida","$32,523.00"
32328,"29.871180, -84.882986","Eastpoint, Florida","$32,441.00"
34498,"29.033844, -82.730291","Yankeetown, Florida","$32,431.00"
34981,"27.393431, -80.373968","Fort Pierce, Florida","$32,415.00"
34215,"27.468401, -82.683289","Cortez, Florida","$32,391.00"
34491,"28.995624, -82.055144","Summerfield, Florida","$32,351.00"
33770,"27.915173, -82.804068","Largo, Florida","$32,342.00"
33461,"26.618592, -80.090820","Lake Worth, Florida","$32,331.00"
34788,"28.885791, -81.791923","Leesburg, Florida","$32,309.00"
32439,"30.563069, -86.233075","Freeport, Florida","$32,294.00"
32131,"29.677249, -81.566358","East Palatka, Florida","$32,273.00"
33619,"27.930791, -82.375514","Tampa, Florida","$32,273.00"
33144,"25.763458, -80.312667","Miami, Florida","$32,258.00"
34667,"28.397876, -82.633419","Hudson, Florida","$32,245.00"
32071,"30.033288, -82.927770","O Brien, Florida","$32,237.00"
33181,"25.906408, -80.147667","Miami, Florida","$32,223.00"
32180,"29.216953, -81.455139","Pierson, Florida","$32,216.00"
33407,"26.755288, -80.093646","West Palm Beach, Florida","$32,169.00"
32544,"30.557546, -86.673433","Hurlburt Field, Florida","$32,163.00"
33162,"25.928618, -80.179211","Miami, Florida","$32,159.00"
32091,"29.930657, -82.074869","Starke, Florida","$32,045.00"
32145,"29.677558, -81.421332","Hastings, Florida","$32,018.00"
32025,"30.098108, -82.592121","Lake City, Florida","$31,941.00"
33145,"25.753089, -80.234492","Miami, Florida","$31,917.00"
33138,"25.855671, -80.182646","Miami, Florida","$31,879.00"
34606,"28.468477, -82.595728","Spring Hill, Florida","$31,877.00"
33980,"26.984815, -82.053637","Port Charlotte, Florida","$31,865.00"
32619,"29.762641, -82.819995","Bell, Florida","$31,863.00"
33168,"25.892494, -80.207957","Miami, Florida","$31,850.00"
32208,"30.392987, -81.685723","Jacksonville, Florida","$31,849.00"
33304,"26.138484, -80.124748","Fort Lauderdale, Florida","$31,843.00"
34669,"28.357165, -82.612595","Hudson, Florida","$31,815.00"
34287,"27.056164, -82.247240","North Port, Florida","$31,777.00"
33952,"26.991084, -82.095910","Port Charlotte, Florida","$31,775.00"
33839,"27.982390, -81.751625","Eagle Lake, Florida","$31,750.00"
32094,"30.187093, -82.817580","Wellborn, Florida","$31,745.00"
32038,"29.935223, -82.693272","Fort White, Florida","$31,739.00"
34472,"29.116810, -82.021873","Ocala, Florida","$31,726.00"
33013,"25.861279, -80.269767","Hialeah, Florida","$31,702.00"
33890,"27.432982, -81.700010","Zolfo Springs, Florida","$31,657.00"
32542,"30.464551, -86.525167","Eglin Afb, Florida","$31,598.00"
32132,"28.978742, -80.922741","Edgewater, Florida","$31,570.00"
33771,"27.906620, -82.758783","Largo, Florida","$31,483.00"
32625,"29.195392, -83.038566","Cedar Key, Florida","$31,418.00"
34224,"26.918180, -82.301473","Englewood, Florida","$31,385.00"
34237,"27.340338, -82.511935","Sarasota, Florida","$31,360.00"
32110,"29.435130, -81.335881","Bunnell, Florida","$31,338.00"
32798,"28.719546, -81.574703","Zellwood, Florida","$31,321.00"
33711,"27.732225, -82.686960","Saint Petersburg, Florida","$31,272.00"
32118,"29.216375, -81.005887","Daytona Beach, Florida","$31,257.00"
32706,"28.966505, -81.236636","Cassadaga, Florida","$31,250.00"
34956,"27.094542, -80.498221","Indiantown, Florida","$31,229.00"
32443,"30.852513, -85.122530","Greenwood, Florida","$31,221.00"
34482,"29.244402, -82.275028","Ocala, Florida","$31,202.00"
32839,"28.489644, -81.406141","Orlando, Florida","$31,200.00"
32808,"28.579016, -81.442128","Orlando, Florida","$31,148.00"
33404,"26.790044, -80.068359","West Palm Beach, Florida","$31,118.00"
33707,"27.756865, -82.721518","Saint Petersburg, Florida","$31,106.00"
32694,"29.807932, -82.144315","Waldo, Florida","$30,963.00"
33523,"28.430265, -82.222346","Dade City, Florida","$30,939.00"
34741,"28.306195, -81.428145","Kissimmee, Florida","$30,926.00"
33873,"27.529050, -81.796103","Wauchula, Florida","$30,833.00"
32920,"28.401091, -80.610127","Cape Canaveral, Florida","$30,813.00"
33844,"28.060921, -81.567210","Haines City, Florida","$30,802.00"
32360,"30.188405, -84.845968","Telogia, Florida","$30,781.00"
32960,"27.643925, -80.403064","Vero Beach, Florida","$30,754.00"
32460,"30.762116, -84.934473","Sneads, Florida","$30,750.00"
34974,"27.149821, -80.948216","Okeechobee, Florida","$30,721.00"
33167,"25.886361, -80.236219","Miami, Florida","$30,671.00"
34470,"29.199575, -82.086317","Ocala, Florida","$30,663.00"
34481,"29.134270, -82.309689","Ocala, Florida","$30,657.00"
33401,"26.719755, -80.069669","West Palm Beach, Florida","$30,642.00"
32066,"30.074620, -83.256429","Mayo, Florida","$30,640.00"
32351,"30.572928, -84.644108","Quincy, Florida","$30,602.00"
33514,"28.686313, -81.994700","Center Hill, Florida","$30,588.00"
34266,"27.190581, -81.806253","Arcadia, Florida","$30,583.00"
32639,"29.216371, -82.743643","Gulf Hammock, Florida","$30,469.00"
33881,"28.058392, -81.711269","Winter Haven, Florida","$30,438.00"
34450,"28.838616, -82.240391","Inverness, Florida","$30,433.00"
33852,"27.223460, -81.389759","Lake Placid, Florida","$30,375.00"
34653,"28.244055, -82.688415","New Port Richey, Florida","$30,373.00"
34420,"29.053909, -82.054084","Belleview, Florida","$30,369.00"
33033,"25.489559, -80.251467","Homestead, Florida","$30,365.00"
33460,"26.619412, -80.058670","Lake Worth, Florida","$30,360.00"
32763,"28.945692, -81.294832","Orange City, Florida","$30,338.00"
33603,"27.985618, -82.464439","Tampa, Florida","$30,335.00"
34205,"27.481420, -82.585596","Bradenton, Florida","$30,284.00"
32187,"29.589902, -81.560153","San Mateo, Florida","$30,273.00"
32534,"30.528939, -87.281718","Pensacola, Florida","$30,192.00"
34433,"29.002221, -82.524892","Dunnellon, Florida","$30,188.00"
34431,"29.144153, -82.511792","Dunnellon, Florida","$30,166.00"
33853,"27.863183, -81.436537","Lake Wales, Florida","$30,135.00"
34222,"27.535782, -82.506553","Ellenton, Florida","$30,084.00"
34428,"28.957050, -82.617717","Crystal River, Florida","$30,069.00"
32347,"30.061841, -83.571210","Perry, Florida","$30,054.00"
32113,"29.414303, -82.050782","Citra, Florida","$30,045.00"
33604,"28.016722, -82.456571","Tampa, Florida","$29,997.00"
33540,"28.223684, -82.150797","Zephyrhills, Florida","$29,997.00"
34234,"27.370308, -82.537296","Sarasota, Florida","$29,980.00"
32421,"30.536824, -85.157041","Altha, Florida","$29,901.00"
33901,"26.618405, -81.873144","Fort Myers, Florida","$29,875.00"
34465,"28.930752, -82.473239","Beverly Hills, Florida","$29,854.00"
32190,"29.348935, -81.484139","Seville, Florida","$29,821.00"
33471,"26.868076, -81.204563","Moore Haven, Florida","$29,819.00"
32350,"30.600349, -83.318270","Pinetta, Florida","$29,750.00"
34972,"27.469376, -80.904185","Okeechobee, Florida","$29,689.00"
34601,"28.610798, -82.334193","Brooksville, Florida","$29,668.00"
32324,"30.658273, -84.788245","Chattahoochee, Florida","$29,664.00"
33521,"28.827716, -82.077251","Coleman, Florida","$29,643.00"
32060,"30.274030, -83.041039","Live Oak, Florida","$29,621.00"
32102,"29.114831, -81.560655","Astor, Florida","$29,514.00"
32301,"30.422678, -84.257412","Tallahassee, Florida","$29,349.00"
32330,"30.577754, -84.740586","Greensboro, Florida","$29,286.00"
33834,"27.589502, -82.073203","Bowling Green, Florida","$29,256.00"
32433,"30.794467, -86.160180","Defuniak Springs, Florida","$29,237.00"
34434,"28.997559, -82.449145","Dunnellon, Florida","$29,145.00"
33801,"28.035908, -81.899669","Lakeland, Florida","$29,120.00"
33709,"27.815742, -82.723388","Saint Petersburg, Florida","$29,098.00"
34474,"29.156358, -82.187543","Ocala, Florida","$29,096.00"
32759,"28.817140, -80.858158","Oak Hill, Florida","$29,063.00"
33126,"25.794850, -80.288350","Miami, Florida","$28,980.00"
33838,"28.013359, -81.614492","Dundee, Florida","$28,942.00"
34691,"28.186316, -82.775152","Holiday, Florida","$28,932.00"
33030,"25.486406, -80.507844","Homestead, Florida","$28,910.00"
34453,"28.865872, -82.399507","Inverness, Florida","$28,888.00"
33825,"27.638882, -81.394505","Avon Park, Florida","$28,882.00"
32346,"30.041061, -84.421364","Panacea, Florida","$28,875.00"
33570,"27.695464, -82.458420","Ruskin, Florida","$28,822.00"
33843,"27.731572, -81.541356","Frostproof, Florida","$28,779.00"
33712,"27.752915, -82.672650","Saint Petersburg, Florida","$28,739.00"
33313,"26.149421, -80.222168","Fort Lauderdale, Florida","$28,699.00"
33161,"25.893549, -80.183266","Miami, Florida","$28,694.00"
33012,"25.868553, -80.301797","Hialeah, Florida","$28,676.00"
32177,"29.698031, -81.705091","Palatka, Florida","$28,665.00"
33020,"26.019191, -80.152944","Hollywood, Florida","$28,610.00"
32428,"30.629746, -85.572351","Chipley, Florida","$28,571.00"
32455,"30.629099, -85.967764","Ponce De Leon, Florida","$28,520.00"
34773,"28.132223, -81.038341","Saint Cloud, Florida","$28,508.00"
32425,"30.838318, -85.689690","Bonifay, Florida","$28,451.00"
34448,"28.772988, -82.597708","Homosassa, Florida","$28,443.00"
33847,"27.802721, -81.862786","Homeland, Florida","$28,438.00"
32179,"29.104219, -81.885367","Ocklawaha, Florida","$28,400.00"
34613,"28.622427, -82.605593","Brooksville, Florida","$28,344.00"
33541,"28.223154, -82.215298","Zephyrhills, Florida","$28,329.00"
32331,"30.472290, -83.632239","Greenville, Florida","$28,239.00"
32157,"29.448960, -81.583195","Lake Como, Florida","$28,214.00"
32905,"28.029666, -80.608081","Palm Bay, Florida","$28,214.00"
32134,"29.376891, -81.870846","Fort Mc Coy, Florida","$28,195.00"
32059,"30.440364, -83.262592","Lee, Florida","$28,194.00"
32976,"27.874973, -80.541295","Sebastian, Florida","$28,191.00"
34207,"27.438988, -82.577910","Bradenton, Florida","$28,190.00"
34690,"28.193745, -82.725706","Holiday, Florida","$28,177.00"
32696,"29.405339, -82.485006","Williston, Florida","$28,133.00"
33602,"27.954679, -82.457282","Tampa, Florida","$28,125.00"
33513,"28.723934, -82.167013","Bushnell, Florida","$27,997.00"
34668,"28.305026, -82.700592","Port Richey, Florida","$27,963.00"
32321,"30.364390, -84.975359","Bristol, Florida","$27,933.00"
33597,"28.563630, -82.095893","Webster, Florida","$27,913.00"
33805,"28.102994, -81.895443","Lakeland, Florida","$27,902.00"
33960,"27.044099, -81.402766","Venus, Florida","$27,875.00"
34436,"28.728528, -82.300648","Floral City, Florida","$27,817.00"
33613,"28.082890, -82.457884","Tampa, Florida","$27,772.00"
33870,"27.472015, -81.375616","Sebring, Florida","$27,765.00"
32609,"29.768990, -82.282534","Gainesville, Florida","$27,731.00"
34452,"28.765379, -82.383273","Inverness, Florida","$27,693.00"
34652,"28.237451, -82.734466","New Port Richey, Florida","$27,535.00"
32693,"29.627266, -82.785352","Trenton, Florida","$27,488.00"
32668,"29.269469, -82.522119","Morriston, Florida","$27,476.00"
32628,"29.626440, -83.109205","Cross City, Florida","$27,468.00"
33714,"27.815246, -82.677708","Saint Petersburg, Florida","$27,460.00"
33705,"27.736434, -82.643663","Saint Petersburg, Florida","$27,446.00"
32008,"29.910047, -82.913343","Branford, Florida","$27,425.00"
32465,"29.994126, -85.203664","Wewahitchka, Florida","$27,400.00"
33137,"25.817259, -80.188790","Miami, Florida","$27,365.00"
32310,"30.396102, -84.353209","Tallahassee, Florida","$27,312.00"
33538,"28.884783, -82.196499","Lake Panasoffkee, Florida","$27,208.00"
34946,"27.503294, -80.360480","Fort Pierce, Florida","$27,144.00"
33610,"27.998214, -82.378016","Tampa, Florida","$27,118.00"
33607,"27.961945, -82.510744","Tampa, Florida","$27,056.00"
33612,"28.050827, -82.449573","Tampa, Florida","$26,985.00"
33170,"25.558272, -80.449646","Miami, Florida","$26,899.00"
33009,"25.987104, -80.148923","Hallandale, Florida","$26,804.00"
34785,"28.842878, -82.017910","Wildwood, Florida","$26,798.00"
32181,"29.524219, -81.659950","Pomona Park, Florida","$26,786.00"
32420,"30.643372, -85.378451","Alford, Florida","$26,786.00"
32464,"30.896756, -85.940501","Westville, Florida","$26,771.00"
33417,"26.719004, -80.125685","West Palm Beach, Florida","$26,748.00"
32440,"30.918020, -85.522148","Graceville, Florida","$26,723.00"
32437,"30.436248, -85.909221","Ebro, Florida","$26,719.00"
32189,"29.543108, -81.626343","Satsuma, Florida","$26,670.00"
32336,"30.364625, -83.865532","Lamont, Florida","$26,667.00"
32448,"30.667598, -85.217719","Marianna, Florida","$26,629.00"
32193,"29.461739, -81.648167","Welaka, Florida","$26,516.00"
32621,"29.445195, -82.639113","Bronson, Florida","$26,487.00"
32055,"30.270103, -82.624130","Lake City, Florida","$26,459.00"
32607,"29.641948, -82.420200","Gainesville, Florida","$26,453.00"
32117,"29.233721, -81.061797","Daytona Beach, Florida","$26,401.00"
32431,"30.783914, -85.410858","Cottondale, Florida","$26,398.00"
32567,"30.924677, -86.445786","Laurel Hill, Florida","$26,333.00"
32053,"30.556070, -83.162132","Jennings, Florida","$26,316.00"
32626,"29.446899, -82.854345","Chiefland, Florida","$26,219.00"
32359,"29.728441, -83.489900","Steinhatchee, Florida","$26,188.00"
32767,"29.026591, -81.534474","Paisley, Florida","$26,172.00"
32445,"30.974169, -85.186279","Malone, Florida","$26,111.00"
33139,"25.784585, -80.140417","Miami Beach, Florida","$26,082.00"
32801,"28.541774, -81.374351","Orlando, Florida","$26,006.00"
32147,"29.657849, -81.789869","Hollister, Florida","$25,966.00"
32340,"30.458993, -83.421325","Madison, Florida","$25,891.00"
32343,"30.475365, -84.480288","Midway, Florida","$25,833.00"
32426,"30.947656, -85.369493","Campbellton, Florida","$25,817.00"
32254,"30.340961, -81.734788","Jacksonville, Florida","$25,807.00"
34488,"29.222547, -81.867018","Silver Springs, Florida","$25,665.00"
32427,"30.822768, -85.802220","Caryville, Florida","$25,640.00"
